observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,verbatim_value,quality_flag,notes
obrist2004-1005395,1005395,Myotis daubentonii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,3.9,,,ms,sd,0.9,"3,9 ± 0,9",ok,
obrist2004-1005395,1005395,Myotis daubentonii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,81.2,,,kHz,sd,8,"81,2 ± 8",ok,
obrist2004-1005395,1005395,Myotis daubentonii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,27.3,,,kHz,sd,3,"27,3 ± 3",ok,
obrist2004-1005395,1005395,Myotis daubentonii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,42.7,,,kHz,sd,3.5,"42,7 ± 3,5",ok,
obrist2004-1005402,1005402,Myotis emarginatus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,3.6,,,ms,sd,0.7,"3,6 ± 0,7",ok,
obrist2004-1005402,1005402,Myotis emarginatus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,113.1,,,kHz,sd,12.5,"113,1 ± 12,5",ok,
obrist2004-1005402,1005402,Myotis emarginatus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,36.3,,,kHz,sd,2.8,"36,3 ± 2,8",ok,
obrist2004-1005402,1005402,Myotis emarginatus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,54.5,,,kHz,sd,7.4,"54,5 ± 7,4",ok,
obrist2004-1005443,1005443,Myotis myotis,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,6,,,ms,sd,1.7,"6 ± 1,7",ok,
obrist2004-1005443,1005443,Myotis myotis,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,86,,,kHz,sd,11.3,"86 ± 11,3",ok,
obrist2004-1005443,1005443,Myotis myotis,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,22.2,,,kHz,sd,2.6,"22,2 ± 2,6",ok,
obrist2004-1005443,1005443,Myotis myotis,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,37.1,,,kHz,sd,4,"37,1 ± 4",ok,
obrist2004-1005444,1005444,Myotis mystacinus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,3.6,,,ms,sd,0.5,"3,6 ± 0,5",ok,
obrist2004-1005444,1005444,Myotis mystacinus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,99.7,,,kHz,sd,12.6,"99,7 ± 12,6",ok,
obrist2004-1005444,1005444,Myotis mystacinus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,27.9,,,kHz,sd,3.5,"27,9 ± 3,5",ok,
obrist2004-1005444,1005444,Myotis mystacinus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,46.8,,,kHz,sd,5.6,"46,8 ± 5,6",ok,
obrist2004-1005445,1005445,Myotis nattereri,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,4.1,,,ms,sd,1.1,"4,1 ± 1,1",ok,
obrist2004-1005445,1005445,Myotis nattereri,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,108.6,,,kHz,sd,18.6,"108,6 ± 18,6",ok,
obrist2004-1005445,1005445,Myotis nattereri,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,14,,,kHz,sd,4,14 ± 4,ok,
obrist2004-1005445,1005445,Myotis nattereri,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,40.4,,,kHz,sd,8.8,"40,4 ± 8,8",ok,
obrist2004-1005526,1005526,Eptesicus nilssonii,synonym_via_mdd,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,10.7,,,ms,sd,1.6,"10,7 ± 1,6",ok,
obrist2004-1005526,1005526,Eptesicus nilssonii,synonym_via_mdd,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,48.2,,,kHz,sd,8.8,"48,2 ± 8,8",ok,
obrist2004-1005526,1005526,Eptesicus nilssonii,synonym_via_mdd,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,24.6,,,kHz,sd,1.1,"24,6 ± 1,1",ok,
obrist2004-1005526,1005526,Eptesicus nilssonii,synonym_via_mdd,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,29.8,,,kHz,sd,1.6,"29,8 ± 1,6",ok,
obrist2004-1005531,1005531,Eptesicus serotinus,synonym_via_mdd,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,10.9,,,ms,sd,2.4,"10,9 ± 2,4",ok,
obrist2004-1005531,1005531,Eptesicus serotinus,synonym_via_mdd,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,47.2,,,kHz,sd,7.4,"47,2 ± 7,4",ok,
obrist2004-1005531,1005531,Eptesicus serotinus,synonym_via_mdd,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,22.4,,,kHz,sd,1.2,"22,4 ± 1,2",ok,
obrist2004-1005531,1005531,Eptesicus serotinus,synonym_via_mdd,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,26.8,,,kHz,sd,1.8,"26,8 ± 1,8",ok,
obrist2004-1005605,1005605,Nyctalus leisleri,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,19,duration,mean,9.3,,,ms,sd,3.9,"9,3 ± 3,9",ok,
obrist2004-1005605,1005605,Nyctalus leisleri,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,19,max_frequency,mean,49.4,,,kHz,sd,14.9,"49,4 ± 14,9",ok,
obrist2004-1005605,1005605,Nyctalus leisleri,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,19,min_frequency,mean,22.1,,,kHz,sd,2.1,"22,1 ± 2,1",ok,
obrist2004-1005605,1005605,Nyctalus leisleri,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,19,peak_frequency,mean,27.4,,,kHz,sd,5.1,"27,4 ± 5,1",ok,
obrist2004-1005607,1005607,Nyctalus noctula,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,14.4,,,ms,sd,3.4,"14,4 ± 3,4",ok,
obrist2004-1005607,1005607,Nyctalus noctula,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,33.8,,,kHz,sd,11.6,"33,8 ± 11,6",ok,
obrist2004-1005607,1005607,Nyctalus noctula,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,17.7,,,kHz,sd,2.8,"17,7 ± 2,8",ok,
obrist2004-1005607,1005607,Nyctalus noctula,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,22.1,,,kHz,sd,3.1,"22,1 ± 3,1",ok,
obrist2004-1005623,1005623,Pipistrellus kuhlii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,6.3,,,ms,sd,0.9,"6,3 ± 0,9",ok,
obrist2004-1005623,1005623,Pipistrellus kuhlii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,63.6,,,kHz,sd,12.8,"63,6 ± 12,8",ok,
obrist2004-1005623,1005623,Pipistrellus kuhlii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,33.6,,,kHz,sd,1.3,"33,6 ± 1,3",ok,
obrist2004-1005623,1005623,Pipistrellus kuhlii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,39.5,,,kHz,sd,1.8,"39,5 ± 1,8",ok,
obrist2004-1005628,1005628,Pipistrellus nathusii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,6.9,,,ms,sd,1.4,"6,9 ± 1,4",ok,
obrist2004-1005628,1005628,Pipistrellus nathusii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,61.5,,,kHz,sd,13.9,"61,5 ± 13,9",ok,
obrist2004-1005628,1005628,Pipistrellus nathusii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,36.1,,,kHz,sd,1.1,"36,1 ± 1,1",ok,
obrist2004-1005628,1005628,Pipistrellus nathusii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,41.3,,,kHz,sd,2.2,"41,3 ± 2,2",ok,
obrist2004-1005632,1005632,Pipistrellus pipistrellus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,6.3,,,ms,sd,0.9,"6,3 ± 0,9",ok,
obrist2004-1005632,1005632,Pipistrellus pipistrellus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,73.8,,,kHz,sd,15.9,"73,8 ± 15,9",ok,
obrist2004-1005632,1005632,Pipistrellus pipistrellus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,42.6,,,kHz,sd,1.4,"42,6 ± 1,4",ok,
obrist2004-1005632,1005632,Pipistrellus pipistrellus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,47.4,,,kHz,sd,2,"47,4 ± 2",ok,
obrist2004-1005633,1005633,Pipistrellus pygmaeus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,6,,,ms,sd,0.9,"6 ± 0,9",ok,
obrist2004-1005633,1005633,Pipistrellus pygmaeus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,84.1,,,kHz,sd,16.5,"84,1 ± 16,5",ok,
obrist2004-1005633,1005633,Pipistrellus pygmaeus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,51.5,,,kHz,sd,1.8,"51,5 ± 1,8",ok,
obrist2004-1005633,1005633,Pipistrellus pygmaeus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,56.2,,,kHz,sd,2.4,"56,2 ± 2,4",ok,
obrist2004-1005649,1005649,Barbastella barbastellus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,4.3,,,ms,sd,1,"4,3 ± 1",ok,
obrist2004-1005649,1005649,Barbastella barbastellus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,48.3,,,kHz,sd,3.9,"48,3 ± 3,9",ok,
obrist2004-1005649,1005649,Barbastella barbastellus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,25.7,,,kHz,sd,2.2,"25,7 ± 2,2",ok,
obrist2004-1005649,1005649,Barbastella barbastellus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,36,,,kHz,sd,4.8,"36 ± 4,8",ok,
obrist2004-1005662,1005662,Plecotus auritus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,2.9,,,ms,sd,0.6,"2,9 ± 0,6",ok,
obrist2004-1005662,1005662,Plecotus auritus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,55.7,,,kHz,sd,5.6,"55,7 ± 5,6",ok,
obrist2004-1005662,1005662,Plecotus auritus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,22.7,,,kHz,sd,1.7,"22,7 ± 1,7",ok,
obrist2004-1005662,1005662,Plecotus auritus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,37.7,,,kHz,sd,5.1,"37,7 ± 5,1",ok,
obrist2004-1005663,1005663,Plecotus austriacus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,5.8,,,ms,sd,1.4,"5,8 ± 1,4",ok,
obrist2004-1005663,1005663,Plecotus austriacus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,45.3,,,kHz,sd,3.3,"45,3 ± 3,3",ok,
obrist2004-1005663,1005663,Plecotus austriacus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,18,,,kHz,sd,2.3,"18 ± 2,3",ok,
obrist2004-1005663,1005663,Plecotus austriacus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,27.6,,,kHz,sd,2.5,"27,6 ± 2,5",ok,
obrist2004-1005727,1005727,Hypsugo savii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,72,duration,mean,7.3,,,ms,sd,1,"7,3 ± 1",ok,
obrist2004-1005727,1005727,Hypsugo savii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,72,max_frequency,mean,48.3,,,kHz,sd,7.2,"48,3 ± 7,2",ok,
obrist2004-1005727,1005727,Hypsugo savii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,72,min_frequency,mean,28.8,,,kHz,sd,0.8,"28,8 ± 0,8",ok,
obrist2004-1005727,1005727,Hypsugo savii,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,72,peak_frequency,mean,34.9,,,kHz,sd,2,"34,9 ± 2",ok,
obrist2004-1005792,1005792,Vespertilio murinus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,duration,mean,15,,,ms,sd,3.8,"15 ± 3,8",ok,
obrist2004-1005792,1005792,Vespertilio murinus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,max_frequency,mean,35.8,,,kHz,sd,10.5,"35,8 ± 10,5",ok,
obrist2004-1005792,1005792,Vespertilio murinus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,min_frequency,mean,20.2,,,kHz,sd,1.4,"20,2 ± 1,4",ok,
obrist2004-1005792,1005792,Vespertilio murinus,exact,obrist-2004,"Table 1, p. 314",obrist-2004-canary,search,,,,hand_release,,Switzerland,,,,100,peak_frequency,mean,24.6,,,kHz,sd,2.2,"24,6 ± 2,2",ok,
