observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,verbatim_value,quality_flag,notes
castro2024-1004573-wollastoni,1004573,Doryrhina wollastoni,manual,castro-2024,"Table 3, row 51",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,3.88,,,kHz,,,3.88,ok,Printed in the source as a separate species; the current taxonomy treats it as Hipposideros wollastoni.
castro2024-1004573-wollastoni,1004573,Doryrhina wollastoni,manual,castro-2024,"Table 3, row 51",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,6.93,,,g,,,6.93,ok,Printed in the source as a separate species; the current taxonomy treats it as Hipposideros wollastoni.
castro2024-1004573-wollastoni,1004573,Doryrhina wollastoni,manual,castro-2024,"Table 3, row 51",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,18.39,,,ms,,,18.39,ok,Printed in the source as a separate species; the current taxonomy treats it as Hipposideros wollastoni.
castro2024-1004573-wollastoni,1004573,Doryrhina wollastoni,manual,castro-2024,"Table 3, row 51",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,Printed in the source as a separate species; the current taxonomy treats it as Hipposideros wollastoni.
castro2024-1004573-wollastoni,1004573,Doryrhina wollastoni,manual,castro-2024,"Table 3, row 51",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,92.03,,,kHz,,,92.03,ok,Printed in the source as a separate species; the current taxonomy treats it as Hipposideros wollastoni.
castro2024-1004577,1004577,Hipposideros armiger,exact,castro-2024,"Table 3, row 26",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,8.24,,,kHz,,,8.24,ok,
castro2024-1004577,1004577,Hipposideros armiger,exact,castro-2024,"Table 3, row 26",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,49.99,,,g,,,49.99,ok,
castro2024-1004577,1004577,Hipposideros armiger,exact,castro-2024,"Table 3, row 26",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,8.87,,,ms,,,8.87,ok,
castro2024-1004577,1004577,Hipposideros armiger,exact,castro-2024,"Table 3, row 26",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004577,1004577,Hipposideros armiger,exact,castro-2024,"Table 3, row 26",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,67.07,,,kHz,,,67.07,ok,
castro2024-1004578,1004578,Hipposideros ater,exact,castro-2024,"Table 3, row 27",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,11.88,,,kHz,,,11.88,ok,
castro2024-1004578,1004578,Hipposideros ater,exact,castro-2024,"Table 3, row 27",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,5.86,,,g,,,5.86,ok,
castro2024-1004578,1004578,Hipposideros ater,exact,castro-2024,"Table 3, row 27",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,4.72,,,ms,,,4.72,ok,
castro2024-1004578,1004578,Hipposideros ater,exact,castro-2024,"Table 3, row 27",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004578,1004578,Hipposideros ater,exact,castro-2024,"Table 3, row 27",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,165.4,,,kHz,,,165.4,ok,
castro2024-1004580,1004580,Hipposideros bicolor,exact,castro-2024,"Table 3, row 28",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,20.06,,,kHz,,,20.06,ok,
castro2024-1004580,1004580,Hipposideros bicolor,exact,castro-2024,"Table 3, row 28",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,8.39,,,g,,,8.39,ok,
castro2024-1004580,1004580,Hipposideros bicolor,exact,castro-2024,"Table 3, row 28",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,5.51,,,ms,,,5.51,ok,
castro2024-1004580,1004580,Hipposideros bicolor,exact,castro-2024,"Table 3, row 28",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004580,1004580,Hipposideros bicolor,exact,castro-2024,"Table 3, row 28",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,142.18,,,kHz,,,142.18,ok,
castro2024-1004583,1004583,Hipposideros caffer,exact,castro-2024,"Table 3, row 29",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,18.94,,,kHz,,,18.94,ok,
castro2024-1004583,1004583,Hipposideros caffer,exact,castro-2024,"Table 3, row 29",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,9.46,,,g,,,9.46,ok,
castro2024-1004583,1004583,Hipposideros caffer,exact,castro-2024,"Table 3, row 29",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,7.38,,,ms,,,7.38,ok,
castro2024-1004583,1004583,Hipposideros caffer,exact,castro-2024,"Table 3, row 29",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004583,1004583,Hipposideros caffer,exact,castro-2024,"Table 3, row 29",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,139.32,,,kHz,,,139.32,ok,
castro2024-1004584,1004584,Hipposideros calcaratus,exact,castro-2024,"Table 3, row 30",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,25.26,,,kHz,,,25.26,ok,
castro2024-1004584,1004584,Hipposideros calcaratus,exact,castro-2024,"Table 3, row 30",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,18.99,,,g,,,18.99,ok,
castro2024-1004584,1004584,Hipposideros calcaratus,exact,castro-2024,"Table 3, row 30",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,4.72,,,ms,,,4.72,ok,
castro2024-1004584,1004584,Hipposideros calcaratus,exact,castro-2024,"Table 3, row 30",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004584,1004584,Hipposideros calcaratus,exact,castro-2024,"Table 3, row 30",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,112.71,,,kHz,,,112.71,ok,
castro2024-1004585,1004585,Hipposideros cervinus,exact,castro-2024,"Table 3, row 31",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,19.86,,,kHz,,,19.86,ok,
castro2024-1004585,1004585,Hipposideros cervinus,exact,castro-2024,"Table 3, row 31",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,8.51,,,g,,,8.51,ok,
castro2024-1004585,1004585,Hipposideros cervinus,exact,castro-2024,"Table 3, row 31",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,4.48,,,ms,,,4.48,ok,
castro2024-1004585,1004585,Hipposideros cervinus,exact,castro-2024,"Table 3, row 31",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004585,1004585,Hipposideros cervinus,exact,castro-2024,"Table 3, row 31",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,130.37,,,kHz,,,130.37,ok,
castro2024-1004586,1004586,Hipposideros cineraceus,exact,castro-2024,"Table 3, row 32",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,18.83,,,kHz,,,18.83,ok,
castro2024-1004586,1004586,Hipposideros cineraceus,exact,castro-2024,"Table 3, row 32",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,3.84,,,g,,,3.84,ok,
castro2024-1004586,1004586,Hipposideros cineraceus,exact,castro-2024,"Table 3, row 32",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,4.85,,,ms,,,4.85,ok,
castro2024-1004586,1004586,Hipposideros cineraceus,exact,castro-2024,"Table 3, row 32",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004586,1004586,Hipposideros cineraceus,exact,castro-2024,"Table 3, row 32",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,153.59,,,kHz,,,153.59,ok,
castro2024-1004592,1004592,Hipposideros diadema,exact,castro-2024,"Table 3, row 34",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,8.89,,,kHz,,,8.89,ok,
castro2024-1004592,1004592,Hipposideros diadema,exact,castro-2024,"Table 3, row 34",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,46.9,,,g,,,46.9,ok,
castro2024-1004592,1004592,Hipposideros diadema,exact,castro-2024,"Table 3, row 34",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,11.12,,,ms,,,11.12,ok,
castro2024-1004592,1004592,Hipposideros diadema,exact,castro-2024,"Table 3, row 34",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004592,1004592,Hipposideros diadema,exact,castro-2024,"Table 3, row 34",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,59.98,,,kHz,,,59.98,ok,
castro2024-1004599,1004599,Hipposideros fulvus,exact,castro-2024,"Table 3, row 35",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,17.45,,,kHz,,,17.45,ok,
castro2024-1004599,1004599,Hipposideros fulvus,exact,castro-2024,"Table 3, row 35",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,8.83,,,g,,,8.83,ok,
castro2024-1004599,1004599,Hipposideros fulvus,exact,castro-2024,"Table 3, row 35",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,5.98,,,ms,,,5.98,ok,
castro2024-1004599,1004599,Hipposideros fulvus,exact,castro-2024,"Table 3, row 35",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004599,1004599,Hipposideros fulvus,exact,castro-2024,"Table 3, row 35",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,138.99,,,kHz,,,138.99,ok,
castro2024-1004604,1004604,Hipposideros halophyllus,exact,castro-2024,"Table 3, row 37",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,15.16,,,kHz,,,15.16,ok,
castro2024-1004604,1004604,Hipposideros halophyllus,exact,castro-2024,"Table 3, row 37",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,4,,,g,,,4,ok,
castro2024-1004604,1004604,Hipposideros halophyllus,exact,castro-2024,"Table 3, row 37",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,6.6,,,ms,,,6.6,ok,
castro2024-1004604,1004604,Hipposideros halophyllus,exact,castro-2024,"Table 3, row 37",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004604,1004604,Hipposideros halophyllus,exact,castro-2024,"Table 3, row 37",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,186.92,,,kHz,,,186.92,ok,
castro2024-1004607,1004607,Hipposideros inornatus,exact,castro-2024,"Table 3, row 38",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,5,,,kHz,,,5,ok,
castro2024-1004607,1004607,Hipposideros inornatus,exact,castro-2024,"Table 3, row 38",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,25.9,,,g,,,25.9,ok,
castro2024-1004607,1004607,Hipposideros inornatus,exact,castro-2024,"Table 3, row 38",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,12,,,ms,,,12,ok,
castro2024-1004607,1004607,Hipposideros inornatus,exact,castro-2024,"Table 3, row 38",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004607,1004607,Hipposideros inornatus,exact,castro-2024,"Table 3, row 38",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,69.2,,,kHz,,,69.2,ok,
castro2024-1004613,1004613,Hipposideros larvatus,exact,castro-2024,"Table 3, row 39",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,11.4,,,kHz,,,11.4,ok,
castro2024-1004613,1004613,Hipposideros larvatus,exact,castro-2024,"Table 3, row 39",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,19.95,,,g,,,19.95,ok,
castro2024-1004613,1004613,Hipposideros larvatus,exact,castro-2024,"Table 3, row 39",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,5.87,,,ms,,,5.87,ok,
castro2024-1004613,1004613,Hipposideros larvatus,exact,castro-2024,"Table 3, row 39",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004613,1004613,Hipposideros larvatus,exact,castro-2024,"Table 3, row 39",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,93.57,,,kHz,,,93.57,ok,
castro2024-1004614,1004614,Hipposideros lekaguli,exact,castro-2024,"Table 3, row 40",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,4.91,,,kHz,,,4.91,ok,
castro2024-1004614,1004614,Hipposideros lekaguli,exact,castro-2024,"Table 3, row 40",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,31.08,,,g,,,31.08,ok,
castro2024-1004614,1004614,Hipposideros lekaguli,exact,castro-2024,"Table 3, row 40",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,9.6,,,ms,,,9.6,ok,
castro2024-1004614,1004614,Hipposideros lekaguli,exact,castro-2024,"Table 3, row 40",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004614,1004614,Hipposideros lekaguli,exact,castro-2024,"Table 3, row 40",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,50.71,,,kHz,,,50.71,ok,
castro2024-1004615,1004615,Hipposideros lylei,exact,castro-2024,"Table 3, row 41",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,8.85,,,kHz,,,8.85,ok,
castro2024-1004615,1004615,Hipposideros lylei,exact,castro-2024,"Table 3, row 41",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,40,,,g,,,40,ok,
castro2024-1004615,1004615,Hipposideros lylei,exact,castro-2024,"Table 3, row 41",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,9.65,,,ms,,,9.65,ok,
castro2024-1004615,1004615,Hipposideros lylei,exact,castro-2024,"Table 3, row 41",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004615,1004615,Hipposideros lylei,exact,castro-2024,"Table 3, row 41",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,67.27,,,kHz,,,67.27,ok,
castro2024-1004618,1004618,Hipposideros maggietaylorae,exact,castro-2024,"Table 3, row 42",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,38.09,,,kHz,,,38.09,ok,
castro2024-1004618,1004618,Hipposideros maggietaylorae,exact,castro-2024,"Table 3, row 42",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,16.1,,,g,,,16.1,ok,
castro2024-1004618,1004618,Hipposideros maggietaylorae,exact,castro-2024,"Table 3, row 42",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,5.37,,,ms,,,5.37,ok,
castro2024-1004618,1004618,Hipposideros maggietaylorae,exact,castro-2024,"Table 3, row 42",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004618,1004618,Hipposideros maggietaylorae,exact,castro-2024,"Table 3, row 42",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,114.26,,,kHz,,,114.26,ok,
castro2024-1004628,1004628,Hipposideros pomona,exact,castro-2024,"Table 3, row 43",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,18.57,,,kHz,,,18.57,ok,
castro2024-1004628,1004628,Hipposideros pomona,exact,castro-2024,"Table 3, row 43",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,6.2,,,g,,,6.2,ok,
castro2024-1004628,1004628,Hipposideros pomona,exact,castro-2024,"Table 3, row 43",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,5.27,,,ms,,,5.27,ok,
castro2024-1004628,1004628,Hipposideros pomona,exact,castro-2024,"Table 3, row 43",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004628,1004628,Hipposideros pomona,exact,castro-2024,"Table 3, row 43",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,134.3,,,kHz,,,134.3,ok,
castro2024-1004630,1004630,Hipposideros ridleyi,exact,castro-2024,"Table 3, row 45",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,8.26,,,kHz,,,8.26,ok,
castro2024-1004630,1004630,Hipposideros ridleyi,exact,castro-2024,"Table 3, row 45",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,9.59,,,g,,,9.59,ok,
castro2024-1004630,1004630,Hipposideros ridleyi,exact,castro-2024,"Table 3, row 45",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,7.06,,,ms,,,7.06,ok,
castro2024-1004630,1004630,Hipposideros ridleyi,exact,castro-2024,"Table 3, row 45",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004630,1004630,Hipposideros ridleyi,exact,castro-2024,"Table 3, row 45",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,62.36,,,kHz,,,62.36,ok,
castro2024-1004632,1004632,Hipposideros ruber,exact,castro-2024,"Table 3, row 46",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,20.86,,,kHz,,,20.86,ok,
castro2024-1004632,1004632,Hipposideros ruber,exact,castro-2024,"Table 3, row 46",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,10.61,,,g,,,10.61,ok,
castro2024-1004632,1004632,Hipposideros ruber,exact,castro-2024,"Table 3, row 46",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,7.22,,,ms,,,7.22,ok,
castro2024-1004632,1004632,Hipposideros ruber,exact,castro-2024,"Table 3, row 46",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004632,1004632,Hipposideros ruber,exact,castro-2024,"Table 3, row 46",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,131.51,,,kHz,,,131.51,ok,
castro2024-1004635,1004635,Hipposideros speoris,exact,castro-2024,"Table 3, row 48",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,21.77,,,kHz,,,21.77,ok,
castro2024-1004635,1004635,Hipposideros speoris,exact,castro-2024,"Table 3, row 48",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,10.39,,,g,,,10.39,ok,
castro2024-1004635,1004635,Hipposideros speoris,exact,castro-2024,"Table 3, row 48",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,6.29,,,ms,,,6.29,ok,
castro2024-1004635,1004635,Hipposideros speoris,exact,castro-2024,"Table 3, row 48",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
castro2024-1004635,1004635,Hipposideros speoris,exact,castro-2024,"Table 3, row 48",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,135.74,,,kHz,,,135.74,ok,
castro2024-1004637-pratti,1004637,Hipposideros pratti,synonym_via_mdd,castro-2024,"Table 3, row 44",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,7.35,,,kHz,,,7.35,ok,Printed in the source as a separate species; the current taxonomy treats it as Hipposideros swinhoii.
castro2024-1004637-pratti,1004637,Hipposideros pratti,synonym_via_mdd,castro-2024,"Table 3, row 44",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,84.38,,,g,,,84.38,ok,Printed in the source as a separate species; the current taxonomy treats it as Hipposideros swinhoii.
castro2024-1004637-pratti,1004637,Hipposideros pratti,synonym_via_mdd,castro-2024,"Table 3, row 44",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,8.01,,,ms,,,8.01,ok,Printed in the source as a separate species; the current taxonomy treats it as Hipposideros swinhoii.
castro2024-1004637-pratti,1004637,Hipposideros pratti,synonym_via_mdd,castro-2024,"Table 3, row 44",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,Printed in the source as a separate species; the current taxonomy treats it as Hipposideros swinhoii.
castro2024-1004637-pratti,1004637,Hipposideros pratti,synonym_via_mdd,castro-2024,"Table 3, row 44",castro-2024-unstated,unspecified,,,,,,,,,,,peak_frequency,single,60.77,,,kHz,,,60.77,ok,Printed in the source as a separate species; the current taxonomy treats it as Hipposideros swinhoii.
castro2024-1004639,1004639,Hipposideros turpis,exact,castro-2024,"Table 3, row 50",castro-2024-unstated,unspecified,,,,,,,,,,,bandwidth,single,7.8,,,kHz,,,7.8,ok,
castro2024-1004639,1004639,Hipposideros turpis,exact,castro-2024,"Table 3, row 50",castro-2024-unstated,unspecified,,,,,,,,,,,body_mass,single,33.31,,,g,,,33.31,ok,
castro2024-1004639,1004639,Hipposideros turpis,exact,castro-2024,"Table 3, row 50",castro-2024-unstated,unspecified,,,,,,,,,,,duration,single,6.89,,,ms,,,6.89,ok,
castro2024-1004639,1004639,Hipposideros turpis,exact,castro-2024,"Table 3, row 50",castro-2024-unstated,unspecified,,,,,,,,,,,emission,single,nasal,,,,,,nasal,ok,
