observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,verbatim_value,quality_flag,notes
collen2012-1004562,1004562,Aselliscus tricuspidatus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,total_slope,species_summary,0.20,,,kHz/msec,,,0.20,ok,
collen2012-1004563,1004563,Coelops frithii,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,body_mass,species_summary,7.52,,,g,,,7.52,ok,
collen2012-1004563,1004563,Coelops frithii,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,call_shape_class,single,13,,,,,,13,ok,
collen2012-1004563,1004563,Coelops frithii,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,peak_frequency,species_summary,141.00,,,kHz,,,141.00,ok,
collen2012-1004571,1004571,Hipposideros semoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,bandwidth,species_summary,7.13,,,kHz,,,7.13,ok,
collen2012-1004571,1004571,Hipposideros semoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,body_mass,species_summary,14.00,,,g,,,14.00,ok,
collen2012-1004571,1004571,Hipposideros semoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,call_shape_class,single,12,,,,,,12,ok,
collen2012-1004571,1004571,Hipposideros semoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,dominant_slope,species_summary,0.00,,,kHz/msec,,,0.00,ok,
collen2012-1004571,1004571,Hipposideros semoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,duration,species_summary,51.43,,,ms,,,51.43,ok,
collen2012-1004571,1004571,Hipposideros semoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,max_frequency,species_summary,67.50,,,kHz,,,67.50,ok,
collen2012-1004571,1004571,Hipposideros semoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,min_frequency,species_summary,60.39,,,kHz,,,60.39,ok,
collen2012-1004571,1004571,Hipposideros semoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,peak_frequency,species_summary,67.46,,,kHz,,,67.46,ok,
collen2012-1004571,1004571,Hipposideros semoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,total_slope,species_summary,0.00,,,kHz/msec,,,0.00,ok,
collen2012-1004572,1004572,Hipposideros stenotis,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,bandwidth,species_summary,5.00,,,kHz,,,5.00,ok,
collen2012-1004572,1004572,Hipposideros stenotis,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,body_mass,species_summary,12,,,g,,,12,ok,
collen2012-1004572,1004572,Hipposideros stenotis,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,call_shape_class,single,12,,,,,,12,ok,
collen2012-1004572,1004572,Hipposideros stenotis,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,duration,species_summary,20.00,,,ms,,,20.00,ok,
collen2012-1004572,1004572,Hipposideros stenotis,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,max_frequency,species_summary,104.00,,,kHz,,,104.00,ok,
collen2012-1004572,1004572,Hipposideros stenotis,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,min_frequency,species_summary,99.00,,,kHz,,,99.00,ok,
collen2012-1004572,1004572,Hipposideros stenotis,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,peak_frequency,species_summary,103,,,kHz,,,103,ok,
collen2012-1004573,1004573,Hipposideros wollastoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,bandwidth,species_summary,3.88,,,kHz,,,3.88,ok,
collen2012-1004573,1004573,Hipposideros wollastoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,body_mass,species_summary,6.93,,,g,,,6.93,ok,
collen2012-1004573,1004573,Hipposideros wollastoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,call_shape_class,single,13,,,,,,13,ok,
collen2012-1004573,1004573,Hipposideros wollastoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,dominant_slope,species_summary,0.01,,,kHz/msec,,,0.01,ok,
collen2012-1004573,1004573,Hipposideros wollastoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,duration,species_summary,18.39,,,ms,,,18.39,ok,
collen2012-1004573,1004573,Hipposideros wollastoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,max_frequency,species_summary,92.08,,,kHz,,,92.08,ok,
collen2012-1004573,1004573,Hipposideros wollastoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,min_frequency,species_summary,88.12,,,kHz,,,88.12,ok,
collen2012-1004573,1004573,Hipposideros wollastoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,peak_frequency,species_summary,92.03,,,kHz,,,92.03,ok,
collen2012-1004573,1004573,Hipposideros wollastoni,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,total_slope,species_summary,0.03,,,kHz/msec,,,0.03,ok,
collen2012-1004577,1004577,Hipposideros armiger,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,bandwidth,species_summary,8.24,,,kHz,,,8.24,ok,
collen2012-1004577,1004577,Hipposideros armiger,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,body_mass,species_summary,49.99,,,g,,,49.99,ok,
collen2012-1004577,1004577,Hipposideros armiger,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,call_shape_class,single,13,,,,,,13,ok,
collen2012-1004577,1004577,Hipposideros armiger,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,dominant_slope,species_summary,0.06,,,kHz/msec,,,0.06,ok,
collen2012-1004577,1004577,Hipposideros armiger,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,duration,species_summary,8.87,,,ms,,,8.87,ok,
collen2012-1004577,1004577,Hipposideros armiger,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,max_frequency,species_summary,67.16,,,kHz,,,67.16,ok,
collen2012-1004577,1004577,Hipposideros armiger,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,min_frequency,species_summary,58.89,,,kHz,,,58.89,ok,
collen2012-1004577,1004577,Hipposideros armiger,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,peak_frequency,species_summary,67.07,,,kHz,,,67.07,ok,
collen2012-1004577,1004577,Hipposideros armiger,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,total_slope,species_summary,0.08,,,kHz/msec,,,0.08,ok,
collen2012-1004578,1004578,Hipposideros ater,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,bandwidth,species_summary,11.88,,,kHz,,,11.88,ok,
collen2012-1004578,1004578,Hipposideros ater,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,body_mass,species_summary,5.86,,,g,,,5.86,ok,
collen2012-1004578,1004578,Hipposideros ater,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,call_shape_class,single,13,,,,,,13,ok,
collen2012-1004578,1004578,Hipposideros ater,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,dominant_slope,species_summary,0.15,,,kHz/msec,,,0.15,ok,
collen2012-1004578,1004578,Hipposideros ater,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,duration,species_summary,4.72,,,ms,,,4.72,ok,
collen2012-1004578,1004578,Hipposideros ater,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,max_frequency,species_summary,165.51,,,kHz,,,165.51,ok,
collen2012-1004578,1004578,Hipposideros ater,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,min_frequency,species_summary,153.14,,,kHz,,,153.14,ok,
collen2012-1004578,1004578,Hipposideros ater,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,peak_frequency,species_summary,165.40,,,kHz,,,165.40,ok,
collen2012-1004578,1004578,Hipposideros ater,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,total_slope,species_summary,0.11,,,kHz/msec,,,0.11,ok,
collen2012-1004580,1004580,Hipposideros bicolor,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,bandwidth,species_summary,20.06,,,kHz,,,20.06,ok,
collen2012-1004580,1004580,Hipposideros bicolor,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,body_mass,species_summary,8.39,,,g,,,8.39,ok,
collen2012-1004580,1004580,Hipposideros bicolor,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,call_shape_class,single,13,,,,,,13,ok,
collen2012-1004580,1004580,Hipposideros bicolor,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,dominant_slope,species_summary,0.07,,,kHz/msec,,,0.07,ok,
collen2012-1004580,1004580,Hipposideros bicolor,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,duration,species_summary,5.51,,,ms,,,5.51,ok,
collen2012-1004580,1004580,Hipposideros bicolor,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,max_frequency,species_summary,143.48,,,kHz,,,143.48,ok,
collen2012-1004580,1004580,Hipposideros bicolor,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,min_frequency,species_summary,123.31,,,kHz,,,123.31,ok,
collen2012-1004580,1004580,Hipposideros bicolor,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,peak_frequency,species_summary,142.18,,,kHz,,,142.18,ok,
collen2012-1004580,1004580,Hipposideros bicolor,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,total_slope,species_summary,0.04,,,kHz/msec,,,0.04,ok,
collen2012-1004583,1004583,Hipposideros caffer,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,bandwidth,species_summary,18.94,,,kHz,,,18.94,ok,
collen2012-1004583,1004583,Hipposideros caffer,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,body_mass,species_summary,9.46,,,g,,,9.46,ok,
collen2012-1004583,1004583,Hipposideros caffer,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,call_shape_class,single,13,,,,,,13,ok,
collen2012-1004583,1004583,Hipposideros caffer,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,dominant_slope,species_summary,0.09,,,kHz/msec,,,0.09,ok,
collen2012-1004583,1004583,Hipposideros caffer,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,duration,species_summary,7.38,,,ms,,,7.38,ok,
collen2012-1004583,1004583,Hipposideros caffer,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,max_frequency,species_summary,139.51,,,kHz,,,139.51,ok,
collen2012-1004583,1004583,Hipposideros caffer,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,min_frequency,species_summary,120.60,,,kHz,,,120.60,ok,
collen2012-1004583,1004583,Hipposideros caffer,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,peak_frequency,species_summary,139.32,,,kHz,,,139.32,ok,
collen2012-1004583,1004583,Hipposideros caffer,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,total_slope,species_summary,0.07,,,kHz/msec,,,0.07,ok,
collen2012-1004584,1004584,Hipposideros calcaratus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,bandwidth,species_summary,25.26,,,kHz,,,25.26,ok,
collen2012-1004584,1004584,Hipposideros calcaratus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,body_mass,species_summary,18.99,,,g,,,18.99,ok,
collen2012-1004584,1004584,Hipposideros calcaratus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,call_shape_class,single,13,,,,,,13,ok,
collen2012-1004584,1004584,Hipposideros calcaratus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,dominant_slope,species_summary,0.07,,,kHz/msec,,,0.07,ok,
collen2012-1004584,1004584,Hipposideros calcaratus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,duration,species_summary,4.72,,,ms,,,4.72,ok,
collen2012-1004584,1004584,Hipposideros calcaratus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,max_frequency,species_summary,120.35,,,kHz,,,120.35,ok,
collen2012-1004584,1004584,Hipposideros calcaratus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,min_frequency,species_summary,95.00,,,kHz,,,95.00,ok,
collen2012-1004584,1004584,Hipposideros calcaratus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,peak_frequency,species_summary,112.71,,,kHz,,,112.71,ok,
collen2012-1004584,1004584,Hipposideros calcaratus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,total_slope,species_summary,0.19,,,kHz/msec,,,0.19,ok,
collen2012-1004585,1004585,Hipposideros cervinus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,bandwidth,species_summary,19.86,,,kHz,,,19.86,ok,
collen2012-1004585,1004585,Hipposideros cervinus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,body_mass,species_summary,8.51,,,g,,,8.51,ok,
collen2012-1004585,1004585,Hipposideros cervinus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,call_shape_class,single,13,,,,,,13,ok,
collen2012-1004585,1004585,Hipposideros cervinus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,dominant_slope,species_summary,0.51,,,kHz/msec,,,0.51,ok,
collen2012-1004585,1004585,Hipposideros cervinus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,duration,species_summary,4.48,,,ms,,,4.48,ok,
collen2012-1004585,1004585,Hipposideros cervinus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,max_frequency,species_summary,131.27,,,kHz,,,131.27,ok,
collen2012-1004585,1004585,Hipposideros cervinus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,min_frequency,species_summary,111.46,,,kHz,,,111.46,ok,
collen2012-1004585,1004585,Hipposideros cervinus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,peak_frequency,species_summary,130.37,,,kHz,,,130.37,ok,
collen2012-1004585,1004585,Hipposideros cervinus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,total_slope,species_summary,0.45,,,kHz/msec,,,0.45,ok,
collen2012-1004586,1004586,Hipposideros cineraceus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,bandwidth,species_summary,18.83,,,kHz,,,18.83,ok,
collen2012-1004586,1004586,Hipposideros cineraceus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,body_mass,species_summary,3.84,,,g,,,3.84,ok,
collen2012-1004586,1004586,Hipposideros cineraceus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,call_shape_class,single,13,,,,,,13,ok,
collen2012-1004586,1004586,Hipposideros cineraceus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,dominant_slope,species_summary,0.17,,,kHz/msec,,,0.17,ok,
collen2012-1004586,1004586,Hipposideros cineraceus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,duration,species_summary,4.85,,,ms,,,4.85,ok,
collen2012-1004586,1004586,Hipposideros cineraceus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,max_frequency,species_summary,153.82,,,kHz,,,153.82,ok,
collen2012-1004586,1004586,Hipposideros cineraceus,exact,collen-2012,"Appendix F, pp. 337-392",collen-2012-sonobat,unspecified,,,,,,,,,,,min_frequency,species_summary,134.92,,,kHz,,,134.92,ok,
