observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,harmonic,verbatim_value,quality_flag,notes
mst-206c109bbc4b6a,1004669,Rhinolophus clivosus,exact,monadjem-2017-swaziland,supplied worksheet record BAT00167 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,6,18,characteristic_frequency,mean,91.3,,,kHz,sd,1.06,,91.3 88.9-92.5 +/- 1.06,ok,"Imported from MASTER_call_records.csv record BAT00167; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-23dd062e55924f,1005159,Chaerephon pumilus,synonym_via_mdd,monadjem-2017-swaziland,supplied worksheet record BAT00214 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,35,35,min_frequency,mean,23.3,,,kHz,sd,1.41,,23.3 20.8-26.5 +/- 1.41,ok,"Imported from MASTER_call_records.csv record BAT00214; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-2d26e2bd34105f,1005684,Scotophilus dinganii,exact,monadjem-2017-swaziland,supplied worksheet record BAT00205 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,15,17,knee_frequency,mean,36.4,,,kHz,sd,1.61,,36.4 32.1-38.6 +/- 1.61,ok,"Imported from MASTER_call_records.csv record BAT00205; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-2f34616dca449e,1004677,Rhinolophus darlingi,exact,monadjem-2017-swaziland,supplied worksheet record BAT00168 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,3,3,duration,mean,26.5,,,ms,sd,3.74,,26.5 22.6-30.0 +/- 3.74,ok,"Imported from MASTER_call_records.csv record BAT00168; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-33d4e78b273c67,1005210,Mops condylurus,exact,monadjem-2017-swaziland,supplied worksheet record BAT00218 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,16,17,min_frequency,mean,25.1,,,kHz,sd,1.68,,25.1 23.5-26.1 +/- 1.68,ok,"Imported from MASTER_call_records.csv record BAT00218; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-348a7d30f04538,1005210,Mops condylurus,exact,monadjem-2017-swaziland,supplied worksheet record BAT00249 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,8,,detection_distance,mean,15,,,m,se,2.67,,15.0 +/- 2.67,ok,"Imported from MASTER_call_records.csv record BAT00249; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing. Correction factor = 0.0002387 (inverse of detection-volume half-sphere). Strong negative correlation between detection distance and Fk across species (r=-0.77, P<0.01) - lower-frequency callers are detectable much farther away, a real, quantified source of detectability bias directly analogous to findings in Europe, Borneo and Peru batches earlier in this project, now with an actual correction factor a user could apply."
mst-34a31f6faf1d5b,1005377,Myotis bocagii,exact,monadjem-2017-swaziland,supplied worksheet record BAT00181 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,1,1,knee_frequency,species_summary,41.2,,,kHz,,,,41.2,definition_unstated,"Imported from MASTER_call_records.csv record BAT00181; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-361043ef230d05,1005126,Miniopterus natalensis,exact,monadjem-2017-swaziland,supplied worksheet record BAT00229 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,11,12,knee_frequency,mean,57,,,kHz,sd,0.96,,57.0 55.5-58.5 +/- 0.96,ok,"Imported from MASTER_call_records.csv record BAT00229; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-3678a5a25c45a1,1005159,Chaerephon pumilus,synonym_via_mdd,monadjem-2017-swaziland,supplied worksheet record BAT00215 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,35,35,characteristic_frequency,mean,24,,,kHz,sd,1.53,,24.0 21.3-27.2 +/- 1.53,ok,"Imported from MASTER_call_records.csv record BAT00215; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-38bb28c28691ae,1004745,Rhinolophus simulator,exact,monadjem-2017-swaziland,supplied worksheet record BAT00172 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,3,8,duration,mean,16.8,,,ms,sd,4.7,,16.8 12.0-25.9 +/- 4.7,ok,"Imported from MASTER_call_records.csv record BAT00172; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-3ec63407c3325f,1005752,Nycticeinops schlieffeni,synonym_via_mdd,monadjem-2017-swaziland,supplied worksheet record BAT00197 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,5,5,knee_frequency,mean,43.4,,,kHz,sd,1.67,,43.4 41.7-45.4 +/- 1.67,ok,"Imported from MASTER_call_records.csv record BAT00197; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-414a0908950c21,1004669,Rhinolophus clivosus,exact,monadjem-2017-swaziland,supplied worksheet record BAT00166 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,6,18,min_frequency,mean,75.7,,,kHz,sd,3.15,,75.7 70.4-80.3 +/- 3.15,ok,"Imported from MASTER_call_records.csv record BAT00166; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-4417edd743a9bf,1005377,Myotis bocagii,exact,monadjem-2017-swaziland,supplied worksheet record BAT00183 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,1,1,characteristic_frequency,species_summary,36.6,,,kHz,,,,36.6,definition_unstated,"Imported from MASTER_call_records.csv record BAT00183; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-46d089644a717d,1004583,Hipposideros caffer,exact,monadjem-2017-swaziland,supplied worksheet record BAT00240 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,3,,detection_distance,mean,0.2,,,m,se,0.07,,0.2 +/- 0.07,ok,"Imported from MASTER_call_records.csv record BAT00240; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing. Correction factor = 59.68 (inverse of detection-volume half-sphere). Strong negative correlation between detection distance and Fk across species (r=-0.77, P<0.01) - lower-frequency callers are detectable much farther away, a real, quantified source of detectability bias directly analogous to findings in Europe, Borneo and Peru batches earlier in this project, now with an actual correction factor a user could apply."
mst-504398afdb240e,1005752,Nycticeinops schlieffeni,synonym_via_mdd,monadjem-2017-swaziland,supplied worksheet record BAT00198 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,5,5,min_frequency,mean,40.1,,,kHz,sd,1.48,,40.1 38.7-42.4 +/- 1.48,ok,"Imported from MASTER_call_records.csv record BAT00198; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
mst-5464612838943b,1004677,Rhinolophus darlingi,exact,monadjem-2017-swaziland,supplied worksheet record BAT00241 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,1,,detection_distance,species_summary,2,,,m,,,,2,definition_unstated,"Imported from MASTER_call_records.csv record BAT00241; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing. Correction factor = 0.0639 (inverse of detection-volume half-sphere). Strong negative correlation between detection distance and Fk across species (r=-0.77, P<0.01) - lower-frequency callers are detectable much farther away, a real, quantified source of detectability bias directly analogous to findings in Europe, Borneo and Peru batches earlier in this project, now with an actual correction factor a user could apply."
mst-5e9a84986bfb4e,1005684,Scotophilus dinganii,exact,monadjem-2017-swaziland,supplied worksheet record BAT00204 (africa_swaziland),monadjem-2017-swaziland-release,unspecified,,,,hand_release,,north-eastern Swaziland,,,15,17,duration,mean,3.8,,,ms,sd,0.94,,3.8 2.6-6.1 +/- 0.94,ok,"Imported from MASTER_call_records.csv record BAT00204; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Monadjem, Shapiro, Mtsetfwa, Reside & McCleery 2017, Acta Chiropterologica 19(1):175-187 (open access via BioOne, full text incl. Table 1 fetched). 178 calls, 145 hand-released individuals, north-eastern Swaziland savanna, 2005-2016. Four Anabat/Analook parameters: Dur (duration), Fk (frequency of the knee), Fmin (minimum frequency), Fc (frequency of the flattest part of the call, i.e. characteristic frequency). Two species attempted but yielded only indistinguishable noise (Nycteris thebaica, Kerivoula lanosa) - both explicitly excluded, not silently missing."
