observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,harmonic,verbatim_value,quality_flag,notes
mst-369dc1a1915fc6,1005623,Pipistrellus kuhlii,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00140 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Bordj el Khadra reed bed | Tunisia,,,,196,start_frequency,mean,58.99,,,kHz,sd,12.83,,58.99 41.2-92.0 +/- 12.83,ok,"Imported from MASTER_call_records.csv record BAT00140; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=Mediterranean+desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi. PER-SITE breakdown for Pipistrellus kuhlii (Table 5). All five parameters differed significantly among the four sites (Kruskal-Wallis, all highly significant). Start frequency was higher at Ain Rhziza than elsewhere; FMAXE and end frequency differed among sites except between the two Bordj el Khadra sites."
mst-415ccd53ef8cfd,1005524,Eptesicus isabellinus,manual,dalhoumi-2023-tunisia,supplied worksheet record BAT00107 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Tunisia,,,,109,duration,mean,12.44,,,ms,sd,2.63,,12.44 7.2-18.5 +/- 2.63,ok,"Imported from MASTER_call_records.csv record BAT00107; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=Mediterranean] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi."
mst-4380dd1b00821e,1004827,Taphozous nudiventris,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00129 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Tunisia,,,,22,harmonic_emphasis,species_summary,2,,,count,,,,2,definition_unstated,"Imported from MASTER_call_records.csv record BAT00129; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi. FMAXE measured at the second harmonic - important for anyone matching against a fundamental-frequency reference."
mst-458c7bc940aeb7,1005660,Otonycteris hemprichii,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00117 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Tunisia,,,,18,duration,mean,6.49,,,ms,sd,1.54,,6.49 4.0-8.4 +/- 1.54,ok,"Imported from MASTER_call_records.csv record BAT00117; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi."
mst-46d031a3b033da,1005267,Tadarida teniotis,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00103 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Tunisia,,,,11,inter_pulse_interval,mean,772.13,,,ms,sd,179.48,,772.13 634.9-1095.0 +/- 179.48,ok,"Imported from MASTER_call_records.csv record BAT00103; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=Mediterranean] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi."
mst-4dd9e9f9288172,1004827,Taphozous nudiventris,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00128 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Oued Dkouk Nature Reserve | Tunisia,,,,22,inter_pulse_interval,mean,420.17,,,ms,sd,168.4,,420.17 153.1-719.0 +/- 168.4,ok,"Imported from MASTER_call_records.csv record BAT00128; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi. FIRST RECORD of this species in Tunisia, identified acoustically. FMAXE measured at the SECOND harmonic. 7 sequences, 22 signals. Cross-country comparison in the source: Jordan: 363.9. Near East: not reported."
mst-4fa3212ec28374,1004559,Asellia tridens,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00098 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Tunisia,,,,94,inter_pulse_interval,mean,48.6,,,ms,sd,13.33,,48.6 23.8-89.2 +/- 13.33,ok,"Imported from MASTER_call_records.csv record BAT00098; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi."
mst-53208d6eb9a128,1005623,Pipistrellus kuhlii,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00134 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Oued Dkouk Nature Reserve | Tunisia,,,,541,inter_pulse_interval,mean,165.16,,,ms,sd,76.28,,165.16 8.4-563.5 +/- 76.28,ok,"Imported from MASTER_call_records.csv record BAT00134; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=Mediterranean+desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi. PER-SITE breakdown for Pipistrellus kuhlii (Table 5). All five parameters differed significantly among the four sites (Kruskal-Wallis, all highly significant). Start frequency was higher at Ain Rhziza than elsewhere; FMAXE and end frequency differed among sites except between the two Bordj el Khadra sites."
mst-56168b7ce461cf,1005623,Pipistrellus kuhlii,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00110 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Tunisia,,,,1940,end_frequency,mean,42.13,,,kHz,sd,1.91,,42.13 36.8-48.4 +/- 1.91,ok,"Imported from MASTER_call_records.csv record BAT00110; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=Mediterranean+desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi."
mst-5abb889aee3160,1005623,Pipistrellus kuhlii,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00139 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Ain Rhziza | Tunisia,,,,143,inter_pulse_interval,mean,138.42,,,ms,sd,58.35,,138.42 42.4-275.6 +/- 58.35,ok,"Imported from MASTER_call_records.csv record BAT00139; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=Mediterranean+desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi. PER-SITE breakdown for Pipistrellus kuhlii (Table 5). All five parameters differed significantly among the four sites (Kruskal-Wallis, all highly significant). Start frequency was higher at Ain Rhziza than elsewhere; FMAXE and end frequency differed among sites except between the two Bordj el Khadra sites."
mst-60ec7cbafa9749,1004827,Taphozous nudiventris,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00124 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Oued Dkouk Nature Reserve | Tunisia,,,,22,start_frequency,mean,23.67,,,kHz,sd,1.09,,23.67 21.8-26.3 +/- 1.09,ok,"Imported from MASTER_call_records.csv record BAT00124; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi. FIRST RECORD of this species in Tunisia, identified acoustically. FMAXE measured at the SECOND harmonic. 7 sequences, 22 signals. Cross-country comparison in the source: Jordan: 26.1. Near East: 24.39."
mst-60f8fcf095189a,1005623,Pipistrellus kuhlii,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00135 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Ain Rhziza | Tunisia,,,,143,start_frequency,mean,64.37,,,kHz,sd,13.28,,64.37 47.3-100.8 +/- 13.28,ok,"Imported from MASTER_call_records.csv record BAT00135; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=Mediterranean+desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi. PER-SITE breakdown for Pipistrellus kuhlii (Table 5). All five parameters differed significantly among the four sites (Kruskal-Wallis, all highly significant). Start frequency was higher at Ain Rhziza than elsewhere; FMAXE and end frequency differed among sites except between the two Bordj el Khadra sites."
mst-6426dc8a5a04a2,1005660,Otonycteris hemprichii,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00118 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Tunisia,,,,18,inter_pulse_interval,mean,200.92,,,ms,sd,61.65,,200.92 112.2-313.9 +/- 61.65,ok,"Imported from MASTER_call_records.csv record BAT00118; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi."
mst-6a3c42390ce654,1004827,Taphozous nudiventris,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00126 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Oued Dkouk Nature Reserve | Tunisia,,,,22,peak_frequency,mean,23.17,,,kHz,sd,0.8,,23.17 21.7-24.9 +/- 0.8,ok,"Imported from MASTER_call_records.csv record BAT00126; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi. FIRST RECORD of this species in Tunisia, identified acoustically. FMAXE measured at the SECOND harmonic. 7 sequences, 22 signals. Cross-country comparison in the source: Jordan: 24.5. Near East: 23.38."
mst-6d5a3cfe76d620,1005623,Pipistrellus kuhlii,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00138 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Ain Rhziza | Tunisia,,,,143,duration,mean,5.7,,,ms,sd,0.85,,5.7 4.0-9.5 +/- 0.85,ok,"Imported from MASTER_call_records.csv record BAT00138; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=Mediterranean+desert] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi. PER-SITE breakdown for Pipistrellus kuhlii (Table 5). All five parameters differed significantly among the four sites (Kruskal-Wallis, all highly significant). Start frequency was higher at Ain Rhziza than elsewhere; FMAXE and end frequency differed among sites except between the two Bordj el Khadra sites."
mst-6eb7ccb727d899,1005666,Plecotus gaisleri,exact,dalhoumi-2023-tunisia,supplied worksheet record BAT00121 (africa_northafrica),dalhoumi-2023-tunisia-passive,unspecified,,,,unspecified,,Tunisia,,,,5,peak_frequency,mean,28.1,,,kHz,sd,1.2,,28.1 26.4-29.7 +/- 1.2,ok,"Imported from MASTER_call_records.csv record BAT00121; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [biogeo_affinity=Mediterranean] | Dalhoumi, El Mokni, Ouni, Beyrem & Aulagnier 2023, Diversity 15(11):1108 (open access CC-BY, full text and all five tables fetched from MDPI). Tunisian Sahara, 14-20 May 2021, 8 sites, 5721 echolocation sequences. Batlogger M and Song Meter SM2+ at 384 kHz, PASSIVE recording (not hand-release), BatSound 3.10 analysis. Identifications by comparison with the unpublished Tunisian sound library of R. Dalhoumi."
