observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,verbatim_value,quality_flag,notes
yanten-2023-personatus-approach,1004862,Pteronotus personatus,exact,yanten-2023,"Appendix 1, Vichada (Colombia) row",yanten-2023-field,approach,,,downward,free_flying_wild,,Colombia,"Puerto Carreño, Vichada: Reserva Forestal La Pedregoza and Caño Negro farm",February 2018; November 2020,,117,end_frequency,mean,66.6,,,kHz,sd,2.0,66.6 ± 2.0,definition_unstated,Manually transcribed by import_colombian_literature_calls.py from Appendix 1; cached raw SHA-256 10dad00af4fd7ebdc2216aa8c67431c41d471b397ffa016727b25c3d21dfc43a. n/N in the source is 117/16 sequences. The paper states that all values are from the second harmonic.
yanten-2023-personatus-approach,1004862,Pteronotus personatus,exact,yanten-2023,"Appendix 1, Vichada (Colombia) row",yanten-2023-field,approach,,,downward,free_flying_wild,,Colombia,"Puerto Carreño, Vichada: Reserva Forestal La Pedregoza and Caño Negro farm",February 2018; November 2020,,117,peak_frequency,mean,68.6,,,kHz,sd,3.3,68.6 ± 3.3,definition_unstated,Manually transcribed by import_colombian_literature_calls.py from Appendix 1; cached raw SHA-256 10dad00af4fd7ebdc2216aa8c67431c41d471b397ffa016727b25c3d21dfc43a. n/N in the source is 117/16 sequences. The paper states that all values are from the second harmonic.
yanten-2023-personatus-approach,1004862,Pteronotus personatus,exact,yanten-2023,"Appendix 1, Vichada (Colombia) row",yanten-2023-field,approach,,,downward,free_flying_wild,,Colombia,"Puerto Carreño, Vichada: Reserva Forestal La Pedregoza and Caño Negro farm",February 2018; November 2020,,117,max_frequency,mean,79.4,,,kHz,sd,2.2,79.4 ± 2.2,definition_unstated,Manually transcribed by import_colombian_literature_calls.py from Appendix 1; cached raw SHA-256 10dad00af4fd7ebdc2216aa8c67431c41d471b397ffa016727b25c3d21dfc43a. n/N in the source is 117/16 sequences. The paper states that all values are from the second harmonic.
yanten-2023-gymnonotus-search,1004856,Pteronotus gymnonotus,exact,yanten-2023,"Appendix 1, Vichada (Colombia) row",yanten-2023-field,search,,,downward,free_flying_wild,,Colombia,"Puerto Carreño, Vichada: Reserva Forestal La Pedregoza and Caño Negro farm",February 2018; November 2020,,34,duration,mean,7.5,,,ms,sd,0.9,7.5 ± 0.9,definition_unstated,Manually transcribed by import_colombian_literature_calls.py from Appendix 1; cached raw SHA-256 10dad00af4fd7ebdc2216aa8c67431c41d471b397ffa016727b25c3d21dfc43a. n/N in the source is 34/3 sequences. The paper states that all values are from the second harmonic.
yanten-2023-gymnonotus-search,1004856,Pteronotus gymnonotus,exact,yanten-2023,"Appendix 1, Vichada (Colombia) row",yanten-2023-field,search,,,downward,free_flying_wild,,Colombia,"Puerto Carreño, Vichada: Reserva Forestal La Pedregoza and Caño Negro farm",February 2018; November 2020,,34,inter_pulse_interval,mean,68.0,,,ms,sd,3.5,68.0 ± 3.5,definition_unstated,Manually transcribed by import_colombian_literature_calls.py from Appendix 1; cached raw SHA-256 10dad00af4fd7ebdc2216aa8c67431c41d471b397ffa016727b25c3d21dfc43a. n/N in the source is 34/3 sequences. The paper states that all values are from the second harmonic.
yanten-2023-gymnonotus-search,1004856,Pteronotus gymnonotus,exact,yanten-2023,"Appendix 1, Vichada (Colombia) row",yanten-2023-field,search,,,downward,free_flying_wild,,Colombia,"Puerto Carreño, Vichada: Reserva Forestal La Pedregoza and Caño Negro farm",February 2018; November 2020,,34,start_frequency,mean,57.5,,,kHz,sd,3.2,57.5 ± 3.2,definition_unstated,Manually transcribed by import_colombian_literature_calls.py from Appendix 1; cached raw SHA-256 10dad00af4fd7ebdc2216aa8c67431c41d471b397ffa016727b25c3d21dfc43a. n/N in the source is 34/3 sequences. The paper states that all values are from the second harmonic.
yanten-2023-gymnonotus-search,1004856,Pteronotus gymnonotus,exact,yanten-2023,"Appendix 1, Vichada (Colombia) row",yanten-2023-field,search,,,downward,free_flying_wild,,Colombia,"Puerto Carreño, Vichada: Reserva Forestal La Pedregoza and Caño Negro farm",February 2018; November 2020,,34,end_frequency,mean,49.8,,,kHz,sd,3.1,49.8 ± 3.1,definition_unstated,Manually transcribed by import_colombian_literature_calls.py from Appendix 1; cached raw SHA-256 10dad00af4fd7ebdc2216aa8c67431c41d471b397ffa016727b25c3d21dfc43a. n/N in the source is 34/3 sequences. The paper states that all values are from the second harmonic.
yanten-2023-gymnonotus-search,1004856,Pteronotus gymnonotus,exact,yanten-2023,"Appendix 1, Vichada (Colombia) row",yanten-2023-field,search,,,downward,free_flying_wild,,Colombia,"Puerto Carreño, Vichada: Reserva Forestal La Pedregoza and Caño Negro farm",February 2018; November 2020,,34,peak_frequency,mean,57.2,,,kHz,sd,3.9,57.2 ± 3.9,definition_unstated,Manually transcribed by import_colombian_literature_calls.py from Appendix 1; cached raw SHA-256 10dad00af4fd7ebdc2216aa8c67431c41d471b397ffa016727b25c3d21dfc43a. n/N in the source is 34/3 sequences. The paper states that all values are from the second harmonic.
yanten-2023-gymnonotus-search,1004856,Pteronotus gymnonotus,exact,yanten-2023,"Appendix 1, Vichada (Colombia) row",yanten-2023-field,search,,,downward,free_flying_wild,,Colombia,"Puerto Carreño, Vichada: Reserva Forestal La Pedregoza and Caño Negro farm",February 2018; November 2020,,34,max_frequency,mean,58.8,,,kHz,sd,3.6,58.8 ± 3.6,definition_unstated,Manually transcribed by import_colombian_literature_calls.py from Appendix 1; cached raw SHA-256 10dad00af4fd7ebdc2216aa8c67431c41d471b397ffa016727b25c3d21dfc43a. n/N in the source is 34/3 sequences. The paper states that all values are from the second harmonic.
yanten-2023-gymnonotus-search,1004856,Pteronotus gymnonotus,exact,yanten-2023,"Appendix 1, Vichada (Colombia) row",yanten-2023-field,search,,,downward,free_flying_wild,,Colombia,"Puerto Carreño, Vichada: Reserva Forestal La Pedregoza and Caño Negro farm",February 2018; November 2020,,34,min_frequency,mean,48.5,,,kHz,sd,3.4,48.5 ± 3.4,definition_unstated,Manually transcribed by import_colombian_literature_calls.py from Appendix 1; cached raw SHA-256 10dad00af4fd7ebdc2216aa8c67431c41d471b397ffa016727b25c3d21dfc43a. n/N in the source is 34/3 sequences. The paper states that all values are from the second harmonic.
