observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,harmonic,verbatim_value,quality_flag,notes
mst-23f5f515d89692,1004562,Aselliscus tricuspidatus,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01732 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,157,max_frequency,species_summary,117.47,,,kHz,,,,117.47,definition_unstated,"Imported from MASTER_call_records.csv record BAT01732; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Trident leaf-nosed bat)"
mst-244575da263b61,1004593,Hipposideros dinops,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01676 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,144,max_frequency,species_summary,55.32,,,kHz,,,,55.32,definition_unstated,"Imported from MASTER_call_records.csv record BAT01676; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Fierce leaf-nosed bat)"
mst-270765d6ccfa56,1005439,Myotis moluccarum,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01696 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,101,characteristic_frequency,species_summary,38.54,,,kHz,,,,38.54,definition_unstated,"Imported from MASTER_call_records.csv record BAT01696; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Large-footed myotis)"
mst-274ae61c04f563,1004584,Hipposideros calcaratus,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01726 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,50,min_frequency,species_summary,98.45,,,kHz,,,,98.45,definition_unstated,"Imported from MASTER_call_records.csv record BAT01726; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Spurred leaf-nosed bat)"
mst-2ba376f138b4ed,1004816,Saccolaimus saccolaimus,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01637 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,201,total_slope,species_summary,0.31,,,kHz/ms,,,,0.31,definition_unstated,"Imported from MASTER_call_records.csv record BAT01637; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species."
mst-2bcd812edee6c6,1004585,Hipposideros cervinus (Guadalcanal),exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01754 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,143,min_frequency,species_summary,123.99,,,kHz,,,,123.99,definition_unstated,"Imported from MASTER_call_records.csv record BAT01754; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Fawn leaf-nosed bat - regional form)"
mst-2d94b41039d8c2,1004593,Hipposideros dinops,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01678 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,144,peak_frequency,species_summary,53.57,,,kHz,,,,53.57,definition_unstated,"Imported from MASTER_call_records.csv record BAT01678; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Fierce leaf-nosed bat)"
mst-2ef1b17bc3a3c0,1004591,Hipposideros demissus,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01715 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,106,bandwidth,species_summary,7.42,,,kHz,,,,7.42,definition_unstated,"Imported from MASTER_call_records.csv record BAT01715; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Makira leaf-nosed bat, endemic to Makira)"
mst-30461430c6e9a0,1005612,Pipistrellus angulatus,synonym_via_mdd,pennay-lavery-2017-solomons,supplied worksheet record BAT01666 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,9,bandwidth,species_summary,13.33,,,kHz,,,,13.33,definition_unstated,"Imported from MASTER_call_records.csv record BAT01666; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (New Guinea pipistrelle)"
mst-318274b1245333,1004592,Hipposideros diadema (Guadalcanal),exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01712 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,125,min_frequency,species_summary,61.09,,,kHz,,,,61.09,definition_unstated,"Imported from MASTER_call_records.csv record BAT01712; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Diadem leaf-nosed bat - regional form)"
mst-32425527441bda,1004591,Hipposideros demissus,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01720 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,106,peak_frequency,species_summary,69.32,,,kHz,,,,69.32,definition_unstated,"Imported from MASTER_call_records.csv record BAT01720; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Makira leaf-nosed bat, endemic to Makira)"
mst-37bec889dab5bb,1005612,Pipistrellus angulatus,synonym_via_mdd,pennay-lavery-2017-solomons,supplied worksheet record BAT01672 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,9,total_slope,species_summary,9.46,,,kHz/ms,,,,9.46,definition_unstated,"Imported from MASTER_call_records.csv record BAT01672; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (New Guinea pipistrelle)"
mst-391b50ae4941c0,1004593,Hipposideros dinops,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01673 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,144,bandwidth,species_summary,3.32,,,kHz,,,,3.32,definition_unstated,"Imported from MASTER_call_records.csv record BAT01673; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Fierce leaf-nosed bat)"
mst-39ef782e730270,1004592,Hipposideros diadema (Guadalcanal),exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01709 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,125,duration,species_summary,13.19,,,ms,,,,13.19,definition_unstated,"Imported from MASTER_call_records.csv record BAT01709; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Diadem leaf-nosed bat - regional form)"
mst-3cc4c50b671db5,1004810,Mosia nigrescens,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01692 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,402,peak_frequency,species_summary,57.05,,,kHz,,,,57.05,definition_unstated,"Imported from MASTER_call_records.csv record BAT01692; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Lesser sheathtail bat)"
mst-42c339ae8f784b,1004804,Emballonura dianae,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01638 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,199,bandwidth,species_summary,3.8,,,kHz,,,,3.8,definition_unstated,"Imported from MASTER_call_records.csv record BAT01638; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species."
mst-4542ddc2d36418,1004592,Hipposideros diadema (Guadalcanal),exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01710 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,125,characteristic_frequency,species_summary,65.93,,,kHz,,,,65.93,definition_unstated,"Imported from MASTER_call_records.csv record BAT01710; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species. (Diadem leaf-nosed bat - regional form)"
mst-455f9090e02fda,1004804,Emballonura dianae,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01641 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,199,max_frequency,species_summary,36.23,,,kHz,,,,36.23,definition_unstated,"Imported from MASTER_call_records.csv record BAT01641; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species."
mst-493ffcbc69b10d,1004804,Emballonura dianae,exact,pennay-lavery-2017-solomons,supplied worksheet record BAT01643 (oceania_solomon),pennay-lavery-2017-solomons-unstated,unspecified,,,,unspecified,,Solomon Islands,,,,199,peak_frequency,species_summary,35.35,,,kHz,,,,35.35,definition_unstated,"Imported from MASTER_call_records.csv record BAT01643; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Pennay & Lavery 2017, 'Identification Guide to Bat Echolocation Calls of Solomon Islands & Bougainville', Australasian Bat Society (open PDF, full text and Table 16 fetched in full). Reference calls (mostly hand-release) from Bougainville, Choiseul, New Georgia, Isabel, Guadalcanal and Makira, Titley Anabat Walkabout at 384 kHz. First-ever documentation of echolocation for most Solomon Islands species. 14 of the region's known echolocating species covered directly; calls collected from all 14, with 3 additional unidentified call types possibly representing further species."
