observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,harmonic,verbatim_value,quality_flag,notes
mst-11eb5f748d4b9e,1005518,Eptesicus furinalis,synonym_via_mdd,arias-aguilar-2018,supplied worksheet record BAT00546 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,peak_frequency,mean,52.6,,,kHz,sd,8.61,,52.6 +/- 8.61,ok,"Imported from MASTER_call_records.csv record BAT00546; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there. Column assignment between EF/FME uncertain in this row."
mst-1285a196fce192,1004862,Pteronotus personatus,exact,arias-aguilar-2018,supplied worksheet record BAT00540 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,harmonic_emphasis,species_summary,2,,,count,,,,2,definition_unstated,Imported from MASTER_call_records.csv record BAT00540; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_structure] | Mormoopid FME is in the second harmonic; calls multiharmonic and shaped like a 'lazy Z'.
mst-128ab863d99254,1004792,Rhynchonycteris naso,exact,arias-aguilar-2018,supplied worksheet record BAT01873 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,,,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,mean,91,,,kHz,sd,1,,91.0 +/- 1.0,ok,"Imported from MASTER_call_records.csv record BAT01873; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here. Straight/up call type, n reported as duration 5.6+/-0.3 ms, PI 74.5+/-50.0 ms."
mst-12e209eace5716,1004792,Rhynchonycteris naso,exact,arias-aguilar-2018,supplied worksheet record BAT00501 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,duration,mean,4.8,,,ms,sd,0.9,,4.8 +/- 0.9,ok,"Imported from MASTER_call_records.csv record BAT00501; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there."
mst-13c2c308c8e972,1005097,Thyroptera tricolor,exact,arias-aguilar-2018,supplied worksheet record BAT02384 (southamerica_furipteridae_natalidae_thyropteridae),arias-aguilar-2018-compiled,unspecified,,,,free_flying_wild,,"NA-Tr-Ar-WT | pooled across multiple regions incl. Mexico/French Guiana, NOT Brazil-specific",,,,,peak_frequency,mean,53.09,,,kHz,sd,2.46,,53.09 +/- 2.46,ok,"Imported from MASTER_call_records.csv record BAT02384; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table 2 (Furipteridae/Natalidae/Thyropteridae), previously fetched but NOT MINED into batch 1 - this was an outright omission, now corrected. Reference numbers point to the paper's Appendix 1, not itself retrieved."
mst-13e1dd06e4def3,1005462,Myotis riparius,exact,arias-aguilar-2018,supplied worksheet record BAT01944 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,,,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,mean,58.1,,,kHz,sd,2.5,,58.1 +/- 2.5,ok,"Imported from MASTER_call_records.csv record BAT01944; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here."
mst-14ab8e32dc33ee,1005174,Eumops auripendulus,exact,arias-aguilar-2018,supplied worksheet record BAT01892 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,low/middle/high,low/middle/high,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,range,,18.7,26.7,kHz,,,,18.7-26.7,definition_unstated,"Imported from MASTER_call_records.csv record BAT01892; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here."
mst-14b7d412c73edc,1005205,Molossus rufus,exact,arias-aguilar-2018,supplied worksheet record BAT01901 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,low/middle/high alternating,low/middle/high alternating,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,range,,24.7,42,kHz,,,,24.7-42.0,definition_unstated,"Imported from MASTER_call_records.csv record BAT01901; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here."
mst-15721b51275452,1005202,Molossus molossus,exact,arias-aguilar-2018,supplied worksheet record BAT00516 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,duration,mean,9.3,,,ms,sd,2.97,,9.3 +/- 2.97,ok,"Imported from MASTER_call_records.csv record BAT00516; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there."
mst-1707fcde8f29ad,1005202,Molossus molossus,exact,arias-aguilar-2018,supplied worksheet record BAT00515 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,peak_frequency,mean,30.3,,,kHz,sd,4.76,,30.3 +/- 4.76,ok,"Imported from MASTER_call_records.csv record BAT00515; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there. Separate CA-Tr study."
mst-18193627ec1326,1004781,Cormura brevirostris,exact,arias-aguilar-2018,supplied worksheet record BAT01863 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,low/middle/high alternating bands,low/middle/high alternating bands,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,range,,26,32.3,kHz,,,,26-32.3,definition_unstated,"Imported from MASTER_call_records.csv record BAT01863; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here. Three alternating bands: ~26 (low), ~29.4 (middle), ~32.3 (high) kHz."
mst-1828e935fe2ddb,1004853,Pteronotus davyi,exact,arias-aguilar-2018,supplied worksheet record BAT00532 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,duration,mean,6.6,,,ms,sd,0.7,,6.6 +/- 0.7,ok,"Imported from MASTER_call_records.csv record BAT00532; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there."
mst-196885e14c0f54,1004856,Pteronotus gymnonotus,exact,arias-aguilar-2018,supplied worksheet record BAT00539 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,harmonic_emphasis,species_summary,2,,,count,,,,2,definition_unstated,Imported from MASTER_call_records.csv record BAT00539; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_structure] | Mormoopid FME is in the second harmonic; calls multiharmonic and shaped like a 'lazy Z'.
mst-1a2c873a370a59,1004781,Cormura brevirostris,exact,arias-aguilar-2018,supplied worksheet record BAT00479 (centralamerica),arias-aguilar-2018-compiled,search,high,high,,free_flying_wild,,CA,,,,,duration,mean,8.6,,,ms,sd,1.6,,8.6 +/- 1.6,ok,"Imported from MASTER_call_records.csv record BAT00479; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there."
mst-1b25056196a004,1004797,Saccopteryx leptura,exact,arias-aguilar-2018,supplied worksheet record BAT00490 (centralamerica),arias-aguilar-2018-compiled,search,low,low,,free_flying_wild,,CA,,,,,peak_frequency,mean,51.3,,,kHz,sd,1.8,,51.3 +/- 1.8,ok,"Imported from MASTER_call_records.csv record BAT00490; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there."
mst-1b56ddf54a78c5,1004871,Noctilio leporinus,exact,arias-aguilar-2018,supplied worksheet record BAT00544 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,peak_frequency,species_summary,65,,,kHz,,,,65,definition_unstated,"Imported from MASTER_call_records.csv record BAT00544; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there. A second CA-Tr row gives 56 kHz; and a third 40.7/51.2. Trawling/fishing bat."
mst-209c68d1fb9ff8,1005518,Eptesicus furinalis,synonym_via_mdd,arias-aguilar-2018,supplied worksheet record BAT00547 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,duration,mean,5.5,,,ms,sd,1.58,,5.5 +/- 1.58,ok,"Imported from MASTER_call_records.csv record BAT00547; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there."
mst-20e4ad52ae0545,1004853,Pteronotus davyi,exact,arias-aguilar-2018,supplied worksheet record BAT00533 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,duty_cycle,mean,10.1,,,percent,sd,2.3,,10.1 +/- 2.3,ok,"Imported from MASTER_call_records.csv record BAT00533; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there. Low duty cycle."
mst-210a83b7c40554,1005554,Histiotus diaphanopterus,exact,arias-aguilar-2018,supplied worksheet record BAT01933 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,,,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,mean,28.3,,,kHz,sd,4,,28.3 +/- 4.0,ok,"Imported from MASTER_call_records.csv record BAT01933; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here."
mst-222940bf6d2a72,1005196,Molossus bondae,exact,arias-aguilar-2018,supplied worksheet record BAT01898 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,,,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,range,,32.4,34.9,kHz,,,,32.4-34.9,definition_unstated,"Imported from MASTER_call_records.csv record BAT01898; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here."
mst-29eb595d6274af,1005236,Nyctinomops laticaudatus,exact,arias-aguilar-2018,supplied worksheet record BAT00530 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,harmonic_emphasis,species_summary,1,,,count,,,,1,definition_unstated,"Imported from MASTER_call_records.csv record BAT00530; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_structure] | Molossid FME is on the fundamental. Long, shallow-modulated, low-frequency signals with irregular frequency alternation, variable amplitude and great plasticity."
mst-2c10152414665b,1005202,Molossus molossus,exact,arias-aguilar-2018,supplied worksheet record BAT01899 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,low/middle/high alternating,low/middle/high alternating,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,range,,33,44.3,kHz,,,,33.0-44.3,definition_unstated,"Imported from MASTER_call_records.csv record BAT01899; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here."
mst-2ffbec4fa965e5,1004781,Cormura brevirostris,exact,arias-aguilar-2018,supplied worksheet record BAT01864 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,,,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,duration,range,,8.2,11.97,ms,,,,8.2-11.97,definition_unstated,"Imported from MASTER_call_records.csv record BAT01864; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here."
mst-3051eafe05369f,1005095,Thyroptera discifera,exact,arias-aguilar-2018,supplied worksheet record BAT02379 (southamerica_furipteridae_natalidae_thyropteridae),arias-aguilar-2018-compiled,unspecified,fundamental,fundamental,,free_flying_wild,,"SA-Tr | South America, tropical",,,,,duration,mean,2.9,,,ms,sd,0.5,,2.9 +/- 0.5,ok,"Imported from MASTER_call_records.csv record BAT02379; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table 2 (Furipteridae/Natalidae/Thyropteridae), previously fetched but NOT MINED into batch 1 - this was an outright omission, now corrected. Reference numbers point to the paper's Appendix 1, not itself retrieved."
mst-30ced0b5c87c50,1004797,Saccopteryx leptura,exact,arias-aguilar-2018,supplied worksheet record BAT00494 (centralamerica),arias-aguilar-2018-compiled,search,middle,middle,,free_flying_wild,,CA,,,,,duration,mean,6.8,,,ms,sd,1.2,,6.8 +/- 1.2,ok,"Imported from MASTER_call_records.csv record BAT00494; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there."
mst-31ce65bb7a8500,1005518,Eptesicus furinalis,synonym_via_mdd,arias-aguilar-2018,supplied worksheet record BAT00556 (centralamerica),arias-aguilar-2018-compiled,search,,,,free_flying_wild,,CA,,,,,harmonic_emphasis,species_summary,1,,,count,,,,1,definition_unstated,Imported from MASTER_call_records.csv record BAT00556; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_structure] | Neotropical vespertilionid FME is on the fundamental; broadband downward FM with a downward QCF termination. FME and minimum frequency are the key identification parameters.
mst-3231a32f06f99b,1004789,Peropteryx macrotis,exact,arias-aguilar-2018,supplied worksheet record BAT01869 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,,,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,species_summary,38.4,,,kHz,,,,38.4 36.7-39.7,definition_unstated,"Imported from MASTER_call_records.csv record BAT01869; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here."
mst-3377a1597d4c8c,1004794,Saccopteryx bilineata,exact,arias-aguilar-2018,supplied worksheet record BAT00485 (centralamerica),arias-aguilar-2018-compiled,search,low,low,,free_flying_wild,,CA,,,,,duration,mean,7.5,,,ms,sd,1.5,,7.5 +/- 1.5,ok,"Imported from MASTER_call_records.csv record BAT00485; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | From Arias-Aguilar et al. 2018 Table, rows tagged CA-Tr (Central America, tropical) - i.e. recordings actually made in Central America, not merely of species that occur there."
mst-35c15bb44317ac,1005233,Neoplatymops mattogrossensis,exact,arias-aguilar-2018,supplied worksheet record BAT01897 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,low/high,low/high,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,range,,32.3,37.9,kHz,,,,32.3-37.9,definition_unstated,"Imported from MASTER_call_records.csv record BAT01897; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here."
mst-363d484ab795ea,1005359,Myotis albescens,exact,arias-aguilar-2018,supplied worksheet record BAT01938 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,,,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,mean,64,,,kHz,,,,64.0 57.28-72.61,definition_unstated,"Imported from MASTER_call_records.csv record BAT01938; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here."
mst-37498ab7cb8f03,1005205,Molossus rufus,exact,arias-aguilar-2018,supplied worksheet record BAT01902 (southamerica_aa18_satr),arias-aguilar-2018-compiled,unspecified,,,,free_flying_wild,,"SA-Tr | South America, tropical (Arias-Aguilar region code)",,,,,peak_frequency,mean,26.13,,,kHz,,,,26.13 25.36-26.98,definition_unstated,"Imported from MASTER_call_records.csv record BAT01902; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. [trait_class=call_parameter] | Row tagged SA-Tr (South America, tropical) in Arias-Aguilar et al. 2018 Table 1-6. Reference numbers point to Appendix 1 of that paper, which was not itself retrieved, so the underlying primary citation is unresolved for every row here."
