observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,harmonic,verbatim_value,quality_flag,notes
mst-60bf744b54a448,1005262,Tadarida brasiliensis,exact,arevalo-cortes-2024,supplied worksheet record BAT00861 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,inter_pulse_interval,mean,319.5,,,ms,sd,8.17,,319.5 +/- 8.17,ok,"Imported from MASTER_call_records.csv record BAT00861; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-82048ba5da2e63,1005424,Myotis keaysi,exact,arevalo-cortes-2024,supplied worksheet record BAT00843 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,end_frequency,mean,57.35,,,kHz,sd,0.66,,57.35 +/- 0.66,ok,"Imported from MASTER_call_records.csv record BAT00843; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-82b4db0db0f7bb,1005359,Myotis albescens,exact,arevalo-cortes-2024,supplied worksheet record BAT00849 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,inter_pulse_interval,mean,72.1,,,ms,sd,4.99,,72.1 +/- 4.99,ok,"Imported from MASTER_call_records.csv record BAT00849; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-88d02135e8a893,1005462,Myotis riparius,exact,arevalo-cortes-2024,supplied worksheet record BAT00851 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,end_frequency,mean,46.93,,,kHz,sd,0.61,,46.93 +/- 0.61,ok,"Imported from MASTER_call_records.csv record BAT00851; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department. Contrast: Fenton et al. 1999 reported Fmax 121.9+/-3.1 in a permanent greenhouse - flagged by the authors as a methodology-driven difference, not real variation."
mst-8c3a5a50364ecc,1005256,Promops centralis,exact,arevalo-cortes-2024,supplied worksheet record BAT00864 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,11,duration,mean,7.34,,,ms,sd,1.52,,7.34 +/- 1.52,ok,"Imported from MASTER_call_records.csv record BAT00864; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-8d11913abd73ca,1005424,Myotis keaysi,exact,arevalo-cortes-2024,supplied worksheet record BAT00844 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,duration,mean,3.48,,,ms,sd,0.33,,3.48 +/- 0.33,ok,"Imported from MASTER_call_records.csv record BAT00844; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department. Contradicts an older report of ~2.5ms (Rydell et al. 2002, Yucatan) - attributed to open-area vs cluttered foraging."
mst-95684ea1fd19c3,1005359,Myotis albescens,exact,arevalo-cortes-2024,supplied worksheet record BAT00846 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,start_frequency,mean,103.29,,,kHz,sd,6.44,,103.29 +/- 6.44,ok,"Imported from MASTER_call_records.csv record BAT00846; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department. Palos Verdes, Puerres."
mst-990222b27ddd8b,1005462,Myotis riparius,exact,arevalo-cortes-2024,supplied worksheet record BAT00852 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,duration,mean,4.46,,,ms,sd,0.27,,4.46 +/- 0.27,ok,"Imported from MASTER_call_records.csv record BAT00852; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-a245ada4b7118c,1005262,Tadarida brasiliensis,exact,arevalo-cortes-2024,supplied worksheet record BAT00860 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,duration,mean,15.04,,,ms,sd,2.05,,15.04 +/- 2.05,ok,"Imported from MASTER_call_records.csv record BAT00860; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-a24e4861f32f91,1005424,Myotis keaysi,exact,arevalo-cortes-2024,supplied worksheet record BAT00845 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,inter_pulse_interval,mean,55.15,,,ms,sd,9.47,,55.15 +/- 9.47,ok,"Imported from MASTER_call_records.csv record BAT00845; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-a8c871920b84d0,1005574,Lasiurus blossevillii,exact,arevalo-cortes-2024,supplied worksheet record BAT00840 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,duration,mean,4.52,,,ms,sd,0.31,,4.52 +/- 0.31,ok,"Imported from MASTER_call_records.csv record BAT00840; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-afb8fd7a6ca6d5,1005574,Lasiurus blossevillii,exact,arevalo-cortes-2024,supplied worksheet record BAT00839 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,end_frequency,mean,37.45,,,kHz,sd,1.05,,37.45 +/- 1.05,ok,"Imported from MASTER_call_records.csv record BAT00839; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-b8e3aaf7fe4bc1,1005359,Myotis albescens,exact,arevalo-cortes-2024,supplied worksheet record BAT00847 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,end_frequency,mean,38.05,,,kHz,sd,2.56,,38.05 +/- 2.56,ok,"Imported from MASTER_call_records.csv record BAT00847; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department. End freq 43-46 kHz reported elsewhere (Surlykke & Kalko 2008; Estrada-Villegas 2012) - notably different, attributed to geographic variation."
mst-b949a4bed1f17d,1005256,Promops centralis,exact,arevalo-cortes-2024,supplied worksheet record BAT00865 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,11,inter_pulse_interval,mean,261.1,,,ms,sd,8.08,,261.1 +/- 8.08,ok,"Imported from MASTER_call_records.csv record BAT00865; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-c27b64cf41920a,1005462,Myotis riparius,exact,arevalo-cortes-2024,supplied worksheet record BAT00853 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,inter_pulse_interval,mean,65.75,,,ms,sd,1.89,,65.75 +/- 1.89,ok,"Imported from MASTER_call_records.csv record BAT00853; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-c2a6c7091bff2b,1005574,Lasiurus blossevillii,exact,arevalo-cortes-2024,supplied worksheet record BAT00841 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,inter_pulse_interval,mean,52.4,,,ms,sd,2.83,,52.4 +/- 2.83,ok,"Imported from MASTER_call_records.csv record BAT00841; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department. Lowest frequency range of the 4 vespertilionids studied."
mst-cbcbcc7fbf27f9,1005256,Promops centralis,exact,arevalo-cortes-2024,supplied worksheet record BAT00863 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,11,end_frequency,mean,28.07,,,kHz,sd,1.13,,28.07 +/- 1.13,ok,"Imported from MASTER_call_records.csv record BAT00863; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-ddcf8da6121fd5,1005202,Molossus molossus,exact,arevalo-cortes-2024,supplied worksheet record BAT00857 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,inter_pulse_interval,mean,234.8,,,ms,sd,1.17,,234.8 +/- 1.17,ok,"Imported from MASTER_call_records.csv record BAT00857; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-ddd91363103a05,1004794,Saccopteryx bilineata,exact,arevalo-cortes-2024,supplied worksheet record BAT00868 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,duration,mean,8.11,,,ms,sd,0.0004,,8.11 +/- 0.0004,ok,"Imported from MASTER_call_records.csv record BAT00868; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department."
mst-e2dc3d03c32fa6,1005462,Myotis riparius,exact,arevalo-cortes-2024,supplied worksheet record BAT00850 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,start_frequency,mean,99.94,,,kHz,sd,5.97,,99.94 +/- 5.97,ok,"Imported from MASTER_call_records.csv record BAT00850; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department. Ricaurte. FIRST RECORD for Narino Department. Lowest F-start/F-end of the subfamily here; harmonics described for the first time in this species."
mst-f2cd48ff39f0dd,1005202,Molossus molossus,exact,arevalo-cortes-2024,supplied worksheet record BAT00854 (colombia),arevalo-cortes-2024-em3,unspecified,,,,free_flying_wild,,"Narino Department, SW Colombia (Andean + Pacific regions, 8-2668 m a.s.l.)",,,,10,start_frequency,mean,32.51,,,kHz,sd,0.69,,32.51 +/- 0.69,ok,"Imported from MASTER_call_records.csv record BAT00854; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. Arevalo-Cortes et al. 2024, Mammal Research 69:231-244. Full text fetched. 81 free-flying sequences, Dec 2017-May 2020, Narino Department. Method: Echo Meter EM3, 250 kHz sampling, 10 sequences x 5 pulses per species, DFA classification accuracy 93.25%. Voucher specimens deposited (PSO-CZ). First records of M. riparius and L. blossevillii for Narino Department. El Remolino, Taminango. Alternating low/high pulses confirmed, consistent with Jung et al. 2014."
