observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,verbatim_value,quality_flag,notes
srinivasulu2025-Ba_darj_2,1005652,Barbastella darjelingensis,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ba_darj_2",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,open,India,Uttarakhand,,,3,min_frequency,species_summary,26.2,,,kHz,,,26.2,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this minimum_frequency_kHz.
srinivasulu2025-Ba_darj_2,1005652,Barbastella darjelingensis,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ba_darj_2",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,open,India,Uttarakhand,,,3,peak_frequency,species_summary,33.4,,,kHz,,,33.4,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Ba_darj_3,1005652,Barbastella darjelingensis,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ba_darj_3",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,free_flying_wild,open,India,Himachal Pradesh,,,10,duration,species_summary,6.37,,,ms,,,6.37,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2025. The table labels this call_duration_ms.
srinivasulu2025-Ba_darj_3,1005652,Barbastella darjelingensis,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ba_darj_3",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,free_flying_wild,open,India,Himachal Pradesh,,,10,max_frequency,species_summary,42.73,,,kHz,,,42.73,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2025. The table labels this maximum_frequency_kHz.
srinivasulu2025-Ba_darj_3,1005652,Barbastella darjelingensis,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ba_darj_3",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,free_flying_wild,open,India,Himachal Pradesh,,,10,min_frequency,species_summary,21.44,,,kHz,,,21.44,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2025. The table labels this minimum_frequency_kHz.
srinivasulu2025-Ba_darj_3,1005652,Barbastella darjelingensis,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ba_darj_3",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,free_flying_wild,open,India,Himachal Pradesh,,,10,peak_frequency,species_summary,32.62,,,kHz,,,32.62,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2025. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Cn_pach_1,1005528,Cnephaeus pachyomus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_pach_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,clutter,India,Himachal Pradesh,,,1,duration,species_summary,2.71,,,ms,,,2.71,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2025. The table labels this call_duration_ms.
srinivasulu2025-Cn_pach_1,1005528,Cnephaeus pachyomus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_pach_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,clutter,India,Himachal Pradesh,,,1,max_frequency,species_summary,57.87,,,kHz,,,57.87,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2025. The table labels this maximum_frequency_kHz.
srinivasulu2025-Cn_pach_1,1005528,Cnephaeus pachyomus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_pach_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,clutter,India,Himachal Pradesh,,,1,min_frequency,species_summary,23.48,,,kHz,,,23.48,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2025. The table labels this minimum_frequency_kHz.
srinivasulu2025-Cn_pach_1,1005528,Cnephaeus pachyomus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_pach_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,clutter,India,Himachal Pradesh,,,1,peak_frequency,species_summary,32.02,,,kHz,,,32.02,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2025. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Cn_sero_1,1005531,Cnephaeus serotinus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_sero_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,open,India,Uttarakhand,,,2,duration,species_summary,3.7,,,ms,,,3.7,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this call_duration_ms.
srinivasulu2025-Cn_sero_1,1005531,Cnephaeus serotinus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_sero_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,open,India,Uttarakhand,,,2,max_frequency,species_summary,50.0,,,kHz,,,50.0,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this maximum_frequency_kHz.
srinivasulu2025-Cn_sero_1,1005531,Cnephaeus serotinus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_sero_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,open,India,Uttarakhand,,,2,min_frequency,species_summary,22.9,,,kHz,,,22.9,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this minimum_frequency_kHz.
srinivasulu2025-Cn_sero_1,1005531,Cnephaeus serotinus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_sero_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,open,India,Uttarakhand,,,2,peak_frequency,species_summary,29.7,,,kHz,,,29.7,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Cn_tate_1,1005533,Cnephaeus tatei,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_tate_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,open,India,Uttarakhand,,,1,duration,species_summary,5.2,,,ms,,,5.2,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this call_duration_ms.
srinivasulu2025-Cn_tate_1,1005533,Cnephaeus tatei,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_tate_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,open,India,Uttarakhand,,,1,max_frequency,species_summary,46.5,,,kHz,,,46.5,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this maximum_frequency_kHz.
srinivasulu2025-Cn_tate_1,1005533,Cnephaeus tatei,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_tate_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,open,India,Uttarakhand,,,1,min_frequency,species_summary,25.3,,,kHz,,,25.3,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this minimum_frequency_kHz.
srinivasulu2025-Cn_tate_1,1005533,Cnephaeus tatei,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Cn_tate_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,open,India,Uttarakhand,,,1,peak_frequency,species_summary,29.5,,,kHz,,,29.5,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Eu_dent_1,1005357,Eudiscopus denticulus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Eu_dent_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,free_flying_wild,open,India,Meghalaya,,,2,duration,species_summary,4.75,,,ms,,,4.75,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2021. The table labels this call_duration_ms.
srinivasulu2025-Eu_dent_1,1005357,Eudiscopus denticulus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Eu_dent_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,free_flying_wild,open,India,Meghalaya,,,2,max_frequency,species_summary,104.82,,,kHz,,,104.82,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2021. The table labels this maximum_frequency_kHz.
srinivasulu2025-Eu_dent_1,1005357,Eudiscopus denticulus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Eu_dent_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,free_flying_wild,open,India,Meghalaya,,,2,min_frequency,species_summary,53.12,,,kHz,,,53.12,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2021. The table labels this minimum_frequency_kHz.
srinivasulu2025-Eu_dent_1,1005357,Eudiscopus denticulus,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Eu_dent_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,free_flying_wild,open,India,Meghalaya,,,2,peak_frequency,species_summary,56.81,,,kHz,,,56.81,definition_unstated,Review Supplementary Material 3 attributes this observation to Saikia et al. 2021. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Ha_harp_1,1005314,Harpiocephalus harpia,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ha_harp_1",srinivasulu-2025-southasia-d980,unspecified,,,,free_flying_wild,clutter,India,Karnataka,,,1,duration,species_summary,1.0,,,ms,,,1.0,definition_unstated,Review Supplementary Material 3 attributes this observation to Raghuram et al. 2014. The table labels this call_duration_ms.
srinivasulu2025-Ha_harp_1,1005314,Harpiocephalus harpia,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ha_harp_1",srinivasulu-2025-southasia-d980,unspecified,,,,free_flying_wild,clutter,India,Karnataka,,,1,max_frequency,species_summary,111.5,,,kHz,,,111.5,definition_unstated,Review Supplementary Material 3 attributes this observation to Raghuram et al. 2014. The table labels this maximum_frequency_kHz.
srinivasulu2025-Ha_harp_1,1005314,Harpiocephalus harpia,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ha_harp_1",srinivasulu-2025-southasia-d980,unspecified,,,,free_flying_wild,clutter,India,Karnataka,,,1,min_frequency,species_summary,32.5,,,kHz,,,32.5,definition_unstated,Review Supplementary Material 3 attributes this observation to Raghuram et al. 2014. The table labels this minimum_frequency_kHz.
srinivasulu2025-Ha_harp_1,1005314,Harpiocephalus harpia,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ha_harp_1",srinivasulu-2025-southasia-d980,unspecified,,,,free_flying_wild,clutter,India,Karnataka,,,1,peak_frequency,species_summary,57.0,,,kHz,,,57.0,definition_unstated,Review Supplementary Material 3 attributes this observation to Raghuram et al. 2014. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Ha_harp_2,1005314,Harpiocephalus harpia,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ha_harp_2",srinivasulu-2025-southasia-m500-384,unspecified,,,,free_flying_wild,open,India,Kerala,,,6,duration,species_summary,1.7,,,ms,,,1.7,definition_unstated,Review Supplementary Material 3 attributes this observation to Raman & Hughes 2020. The table labels this call_duration_ms.
srinivasulu2025-Ha_harp_2,1005314,Harpiocephalus harpia,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ha_harp_2",srinivasulu-2025-southasia-m500-384,unspecified,,,,free_flying_wild,open,India,Kerala,,,6,max_frequency,species_summary,115.8,,,kHz,,,115.8,definition_unstated,Review Supplementary Material 3 attributes this observation to Raman & Hughes 2020. The table labels this maximum_frequency_kHz.
srinivasulu2025-Ha_harp_2,1005314,Harpiocephalus harpia,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ha_harp_2",srinivasulu-2025-southasia-m500-384,unspecified,,,,free_flying_wild,open,India,Kerala,,,6,min_frequency,species_summary,41.1,,,kHz,,,41.1,definition_unstated,Review Supplementary Material 3 attributes this observation to Raman & Hughes 2020. The table labels this minimum_frequency_kHz.
srinivasulu2025-Ha_harp_2,1005314,Harpiocephalus harpia,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Ha_harp_2",srinivasulu-2025-southasia-m500-384,unspecified,,,,free_flying_wild,open,India,Kerala,,,6,peak_frequency,species_summary,88.1,,,kHz,,,88.1,definition_unstated,Review Supplementary Material 3 attributes this observation to Raman & Hughes 2020. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-He_tick_1,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_1",srinivasulu-2025-southasia-d500x,unspecified,,,,hand_release,clutter,India,Tamil Nadu,,,15,duration,species_summary,5.06,,,ms,,,5.06,definition_unstated,Review Supplementary Material 3 attributes this observation to Wordley et al. 2014. The table labels this call_duration_ms.
srinivasulu2025-He_tick_1,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_1",srinivasulu-2025-southasia-d500x,unspecified,,,,hand_release,clutter,India,Tamil Nadu,,,15,max_frequency,species_summary,58.16,,,kHz,,,58.16,definition_unstated,Review Supplementary Material 3 attributes this observation to Wordley et al. 2014. The table labels this maximum_frequency_kHz.
srinivasulu2025-He_tick_1,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_1",srinivasulu-2025-southasia-d500x,unspecified,,,,hand_release,clutter,India,Tamil Nadu,,,15,min_frequency,species_summary,20.22,,,kHz,,,20.22,definition_unstated,Review Supplementary Material 3 attributes this observation to Wordley et al. 2014. The table labels this minimum_frequency_kHz.
srinivasulu2025-He_tick_1,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_1",srinivasulu-2025-southasia-d500x,unspecified,,,,hand_release,clutter,India,Tamil Nadu,,,15,peak_frequency,species_summary,28.32,,,kHz,,,28.32,definition_unstated,Review Supplementary Material 3 attributes this observation to Wordley et al. 2014. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-He_tick_2,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_2",srinivasulu-2025-southasia-anabat-sd1,unspecified,,,,hand_release,open,India,Andaman & Nicobar,,,26,duration,species_summary,4.7,,,ms,,,4.7,definition_unstated,Review Supplementary Material 3 attributes this observation to Srinivasulu et al. 2017. The table labels this call_duration_ms.
srinivasulu2025-He_tick_2,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_2",srinivasulu-2025-southasia-anabat-sd1,unspecified,,,,hand_release,open,India,Andaman & Nicobar,,,26,max_frequency,species_summary,51.18,,,kHz,,,51.18,definition_unstated,Review Supplementary Material 3 attributes this observation to Srinivasulu et al. 2017. The table labels this maximum_frequency_kHz.
srinivasulu2025-He_tick_2,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_2",srinivasulu-2025-southasia-anabat-sd1,unspecified,,,,hand_release,open,India,Andaman & Nicobar,,,26,min_frequency,species_summary,26.39,,,kHz,,,26.39,definition_unstated,Review Supplementary Material 3 attributes this observation to Srinivasulu et al. 2017. The table labels this minimum_frequency_kHz.
srinivasulu2025-He_tick_2,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_2",srinivasulu-2025-southasia-anabat-sd1,unspecified,,,,hand_release,open,India,Andaman & Nicobar,,,26,peak_frequency,species_summary,35.27,,,kHz,,,35.27,definition_unstated,Review Supplementary Material 3 attributes this observation to Srinivasulu et al. 2017. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-He_tick_3,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_3",srinivasulu-2025-southasia-anabat-sd1,unspecified,,,,free_flying_wild,clutter,India,Andaman & Nicobar,,,26,duration,species_summary,4.71,,,ms,,,4.71,definition_unstated,Review Supplementary Material 3 attributes this observation to present study 2025. The table labels this call_duration_ms.
srinivasulu2025-He_tick_3,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_3",srinivasulu-2025-southasia-anabat-sd1,unspecified,,,,free_flying_wild,clutter,India,Andaman & Nicobar,,,26,max_frequency,species_summary,51.18,,,kHz,,,51.18,definition_unstated,Review Supplementary Material 3 attributes this observation to present study 2025. The table labels this maximum_frequency_kHz.
srinivasulu2025-He_tick_3,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_3",srinivasulu-2025-southasia-anabat-sd1,unspecified,,,,free_flying_wild,clutter,India,Andaman & Nicobar,,,26,min_frequency,species_summary,26.39,,,kHz,,,26.39,definition_unstated,Review Supplementary Material 3 attributes this observation to present study 2025. The table labels this minimum_frequency_kHz.
srinivasulu2025-He_tick_3,1005551,Hesperoptenus tickelli,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation He_tick_3",srinivasulu-2025-southasia-anabat-sd1,unspecified,,,,free_flying_wild,clutter,India,Andaman & Nicobar,,,26,peak_frequency,species_summary,35.27,,,kHz,,,35.27,definition_unstated,Review Supplementary Material 3 attributes this observation to present study 2025. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Hi_armi_1,1004577,Hipposideros armiger,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_armi_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,,India,Uttarakhand,,,5,duration,species_summary,7.8,,,ms,,,7.8,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this call_duration_ms.
srinivasulu2025-Hi_armi_1,1004577,Hipposideros armiger,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_armi_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,,India,Uttarakhand,,,5,max_frequency,species_summary,68.2,,,kHz,,,68.2,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this maximum_frequency_kHz.
srinivasulu2025-Hi_armi_1,1004577,Hipposideros armiger,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_armi_1",srinivasulu-2025-southasia-anabat-walkabout,unspecified,,,,hand_release,,India,Uttarakhand,,,5,peak_frequency,species_summary,68.2,,,kHz,,,68.2,definition_unstated,Review Supplementary Material 3 attributes this observation to Chakravarty et al. 2020. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Hi_armi_2,1004577,Hipposideros armiger,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_armi_2",srinivasulu-2025-southasia-sm4bat,unspecified,,,,hand_release,clutter,Nepal,Bagmati,,,120,duration,species_summary,7.81,,,ms,,,7.81,definition_unstated,Review Supplementary Material 3 attributes this observation to Rai et al. 2021. The table labels this call_duration_ms.
srinivasulu2025-Hi_armi_2,1004577,Hipposideros armiger,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_armi_2",srinivasulu-2025-southasia-sm4bat,unspecified,,,,hand_release,clutter,Nepal,Bagmati,,,120,max_frequency,species_summary,69.25,,,kHz,,,69.25,definition_unstated,Review Supplementary Material 3 attributes this observation to Rai et al. 2021. The table labels this maximum_frequency_kHz.
srinivasulu2025-Hi_armi_2,1004577,Hipposideros armiger,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_armi_2",srinivasulu-2025-southasia-sm4bat,unspecified,,,,hand_release,clutter,Nepal,Bagmati,,,120,peak_frequency,species_summary,69.25,,,kHz,,,69.25,definition_unstated,Review Supplementary Material 3 attributes this observation to Rai et al. 2021. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Hi_ater_1,1004578,Hipposideros ater,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_ater_1",srinivasulu-2025-southasia-m500-384,unspecified,,,,free_flying_wild,open,India,Kerala,,,10,duration,species_summary,3.8,,,ms,,,3.8,definition_unstated,Review Supplementary Material 3 attributes this observation to Raman & Hughes 2020. The table labels this call_duration_ms.
srinivasulu2025-Hi_ater_1,1004578,Hipposideros ater,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_ater_1",srinivasulu-2025-southasia-m500-384,unspecified,,,,free_flying_wild,open,India,Kerala,,,10,max_frequency,species_summary,164.9,,,kHz,,,164.9,definition_unstated,Review Supplementary Material 3 attributes this observation to Raman & Hughes 2020. The table labels this maximum_frequency_kHz.
srinivasulu2025-Hi_ater_1,1004578,Hipposideros ater,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_ater_1",srinivasulu-2025-southasia-m500-384,unspecified,,,,free_flying_wild,open,India,Kerala,,,10,peak_frequency,species_summary,164.9,,,kHz,,,164.9,definition_unstated,Review Supplementary Material 3 attributes this observation to Raman & Hughes 2020. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Hi_ater_2,1004578,Hipposideros ater,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_ater_2",srinivasulu-2025-southasia-m500,unspecified,,,,free_flying_wild,clutter,India,Pondicherry,,,45,duration,species_summary,4.11,,,ms,,,4.11,definition_unstated,Review Supplementary Material 3 attributes this observation to present study 2025. The table labels this call_duration_ms.
srinivasulu2025-Hi_ater_2,1004578,Hipposideros ater,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_ater_2",srinivasulu-2025-southasia-m500,unspecified,,,,free_flying_wild,clutter,India,Pondicherry,,,45,max_frequency,species_summary,165.72,,,kHz,,,165.72,definition_unstated,Review Supplementary Material 3 attributes this observation to present study 2025. The table labels this maximum_frequency_kHz.
srinivasulu2025-Hi_ater_2,1004578,Hipposideros ater,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_ater_2",srinivasulu-2025-southasia-m500,unspecified,,,,free_flying_wild,clutter,India,Pondicherry,,,45,peak_frequency,species_summary,165.72,,,kHz,,,165.72,definition_unstated,Review Supplementary Material 3 attributes this observation to present study 2025. The table labels this FmaxE (frequency of maximum energy).
srinivasulu2025-Hi_ater_3,1004578,Hipposideros ater,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_ater_3",srinivasulu-2025-southasia-m500,unspecified,,,,free_flying_wild,clutter,India,Tamil Nadu,,,70,duration,species_summary,4.04,,,ms,,,4.04,definition_unstated,Review Supplementary Material 3 attributes this observation to present study 2025. The table labels this call_duration_ms.
srinivasulu2025-Hi_ater_3,1004578,Hipposideros ater,exact,srinivasulu-2025-southasia,"Supplementary Material 3, observation Hi_ater_3",srinivasulu-2025-southasia-m500,unspecified,,,,free_flying_wild,clutter,India,Tamil Nadu,,,70,max_frequency,species_summary,164.38,,,kHz,,,164.38,definition_unstated,Review Supplementary Material 3 attributes this observation to present study 2025. The table labels this maximum_frequency_kHz.
