observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,verbatim_value,quality_flag,notes
monadjem-2011-doryrhina-cyclops,1004568,Hipposideros cyclops,manual,monadjem-2011,"Table 2, Hipposideros cyclops row",monadjem-2011-anabat,unspecified,,,,hand_release,,Uganda,Kibale Forest National Park / Queen Elizabeth National Park,,6,,min_frequency,mean,51.24,,,kHz,sd,0.67,51.24 ± 0.67,definition_unstated,Manually transcribed from Table 2. Public full text was inspected but could not be cached as source bytes; see reference access note.
monadjem-2011-doryrhina-cyclops,1004568,Hipposideros cyclops,manual,monadjem-2011,"Table 2, Hipposideros cyclops row",monadjem-2011-anabat,unspecified,,,,hand_release,,Uganda,Kibale Forest National Park / Queen Elizabeth National Park,,6,,max_frequency,mean,51.54,,,kHz,sd,0.389,51.54 ± 0.389,definition_unstated,Manually transcribed from Table 2. Public full text was inspected but could not be cached as source bytes; see reference access note.
monadjem-2011-doryrhina-cyclops,1004568,Hipposideros cyclops,manual,monadjem-2011,"Table 2, Hipposideros cyclops row",monadjem-2011-anabat,unspecified,,,,hand_release,,Uganda,Kibale Forest National Park / Queen Elizabeth National Park,,6,,characteristic_frequency,mean,51.37,,,kHz,sd,0.459,51.37 ± 0.459,definition_unstated,Manually transcribed from Table 2. Public full text was inspected but could not be cached as source bytes; see reference access note.
monadjem-2011-doryrhina-cyclops,1004568,Hipposideros cyclops,manual,monadjem-2011,"Table 2, Hipposideros cyclops row",monadjem-2011-anabat,unspecified,,,,hand_release,,Uganda,Kibale Forest National Park / Queen Elizabeth National Park,,6,,knee_frequency,mean,51.51,,,kHz,sd,0.395,51.51 ± 0.395,definition_unstated,Manually transcribed from Table 2. Public full text was inspected but could not be cached as source bytes; see reference access note.
monadjem-2011-doryrhina-cyclops,1004568,Hipposideros cyclops,manual,monadjem-2011,"Table 2, Hipposideros cyclops row",monadjem-2011-anabat,unspecified,,,,hand_release,,Uganda,Kibale Forest National Park / Queen Elizabeth National Park,,6,,duration,mean,14.5,,,ms,sd,2.02,14.5 ± 2.02,definition_unstated,Manually transcribed from Table 2. Public full text was inspected but could not be cached as source bytes; see reference access note.
monadjem-2011-scotophilus-nux,1005694,Scotophilus nux,exact,monadjem-2011,"Table 2, Scotophilus nux row",monadjem-2011-anabat,unspecified,,,,hand_release,,Uganda,Kibale Forest National Park / Queen Elizabeth National Park,,1,,min_frequency,mean,40.71,,,kHz,,,40.71,definition_unstated,Manually transcribed from Table 2. Public full text was inspected but could not be cached as source bytes; see reference access note.
monadjem-2011-scotophilus-nux,1005694,Scotophilus nux,exact,monadjem-2011,"Table 2, Scotophilus nux row",monadjem-2011-anabat,unspecified,,,,hand_release,,Uganda,Kibale Forest National Park / Queen Elizabeth National Park,,1,,max_frequency,mean,54.05,,,kHz,,,54.05,definition_unstated,Manually transcribed from Table 2. Public full text was inspected but could not be cached as source bytes; see reference access note.
monadjem-2011-scotophilus-nux,1005694,Scotophilus nux,exact,monadjem-2011,"Table 2, Scotophilus nux row",monadjem-2011-anabat,unspecified,,,,hand_release,,Uganda,Kibale Forest National Park / Queen Elizabeth National Park,,1,,characteristic_frequency,mean,43.01,,,kHz,,,43.01,definition_unstated,Manually transcribed from Table 2. Public full text was inspected but could not be cached as source bytes; see reference access note.
monadjem-2011-scotophilus-nux,1005694,Scotophilus nux,exact,monadjem-2011,"Table 2, Scotophilus nux row",monadjem-2011-anabat,unspecified,,,,hand_release,,Uganda,Kibale Forest National Park / Queen Elizabeth National Park,,1,,knee_frequency,mean,45.07,,,kHz,,,45.07,definition_unstated,Manually transcribed from Table 2. Public full text was inspected but could not be cached as source bytes; see reference access note.
monadjem-2011-scotophilus-nux,1005694,Scotophilus nux,exact,monadjem-2011,"Table 2, Scotophilus nux row",monadjem-2011-anabat,unspecified,,,,hand_release,,Uganda,Kibale Forest National Park / Queen Elizabeth National Park,,1,,duration,mean,2.0,,,ms,,,2.0,definition_unstated,Manually transcribed from Table 2. Public full text was inspected but could not be cached as source bytes; see reference access note.
