observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,verbatim_value,quality_flag,notes
hughes2011-table1-10,1005119,Miniopterus magnater,exact,hughes-2011-thailand,"Table 1, Miniopterus magnater row, end frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,10,end_frequency,mean,42.3,,,kHz,sd,17.02,42.3 ± 17.02,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-10,1005119,Miniopterus magnater,exact,hughes-2011-thailand,"Table 1, Miniopterus magnater row, inter-pulse interval column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,10,inter_pulse_interval,mean,65.21,,,ms,sd,18.93,65.21 ± 18.93,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-10,1005119,Miniopterus magnater,exact,hughes-2011-thailand,"Table 1, Miniopterus magnater row, max frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,10,max_frequency,mean,122.2,,,kHz,sd,23.89,122.2 ± 23.89,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-10,1005119,Miniopterus magnater,exact,hughes-2011-thailand,"Table 1, Miniopterus magnater row, min frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,10,min_frequency,mean,36.2,,,kHz,sd,2.97,36.2 ± 2.97,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-10,1005119,Miniopterus magnater,exact,hughes-2011-thailand,"Table 1, Miniopterus magnater row, FmaxE column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,10,peak_frequency,mean,47.36,,,kHz,sd,2.48,47.36 ± 2.48,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-10,1005119,Miniopterus magnater,exact,hughes-2011-thailand,"Table 1, Miniopterus magnater row, start frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,10,start_frequency,mean,85.3,,,kHz,sd,9.89,85.3 ± 9.89,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-11,1005105,Miniopterus australis,exact,hughes-2011-thailand,"Table 1, Miniopterus australis row, bandwidth column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,bandwidth,mean,84.4,,,kHz,sd,14.54,84.4 ± 14.54,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-11,1005105,Miniopterus australis,exact,hughes-2011-thailand,"Table 1, Miniopterus australis row, duration column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,duration,mean,4.42,,,ms,sd,1.03,4.42 ± 1.03,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-11,1005105,Miniopterus australis,exact,hughes-2011-thailand,"Table 1, Miniopterus australis row, end frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,end_frequency,mean,47.2,,,kHz,sd,8.98,47.2 ± 8.98,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-11,1005105,Miniopterus australis,exact,hughes-2011-thailand,"Table 1, Miniopterus australis row, inter-pulse interval column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,inter_pulse_interval,mean,57.96,,,ms,sd,0.9,57.96 ± 0.9,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-11,1005105,Miniopterus australis,exact,hughes-2011-thailand,"Table 1, Miniopterus australis row, max frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,max_frequency,mean,131.6,,,kHz,sd,5.68,131.6 ± 5.68,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-11,1005105,Miniopterus australis,exact,hughes-2011-thailand,"Table 1, Miniopterus australis row, min frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,min_frequency,mean,47.2,,,kHz,sd,8.98,47.2 ± 8.98,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-11,1005105,Miniopterus australis,exact,hughes-2011-thailand,"Table 1, Miniopterus australis row, FmaxE column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,peak_frequency,mean,61.46,,,kHz,sd,18.15,61.46 ± 18.15,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-11,1005105,Miniopterus australis,exact,hughes-2011-thailand,"Table 1, Miniopterus australis row, start frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,start_frequency,mean,95.4,,,kHz,sd,18.22,95.4 ± 18.22,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-12,1005123,Miniopterus medius,exact,hughes-2011-thailand,"Table 1, Miniopterus medius row, bandwidth column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,6,bandwidth,mean,97.17,,,kHz,sd,27.56,97.17 ± 27.56,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-12,1005123,Miniopterus medius,exact,hughes-2011-thailand,"Table 1, Miniopterus medius row, duration column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,6,duration,mean,1.73,,,ms,sd,0.84,1.73 ± 0.84,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-12,1005123,Miniopterus medius,exact,hughes-2011-thailand,"Table 1, Miniopterus medius row, end frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,6,end_frequency,mean,68.83,,,kHz,sd,20.39,68.83 ± 20.39,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-12,1005123,Miniopterus medius,exact,hughes-2011-thailand,"Table 1, Miniopterus medius row, inter-pulse interval column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,6,inter_pulse_interval,mean,50.42,,,ms,sd,15.35,50.42 ± 15.35,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-12,1005123,Miniopterus medius,exact,hughes-2011-thailand,"Table 1, Miniopterus medius row, max frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,6,max_frequency,mean,158.17,,,kHz,sd,17.7,158.17 ± 17.7,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-12,1005123,Miniopterus medius,exact,hughes-2011-thailand,"Table 1, Miniopterus medius row, min frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,6,min_frequency,mean,61,,,kHz,sd,16.71,61 ± 16.71,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-12,1005123,Miniopterus medius,exact,hughes-2011-thailand,"Table 1, Miniopterus medius row, FmaxE column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,6,peak_frequency,mean,61.23,,,kHz,sd,3.09,61.23 ± 3.09,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-12,1005123,Miniopterus medius,exact,hughes-2011-thailand,"Table 1, Miniopterus medius row, start frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,6,start_frequency,mean,107.5,,,kHz,sd,18.25,107.5 ± 18.25,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-13,1005133,Miniopterus pusillus,exact,hughes-2011-thailand,"Table 1, Miniopterus pusillus row, bandwidth column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,11,bandwidth,mean,57.45,,,kHz,sd,18.99,57.45 ± 18.99,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-13,1005133,Miniopterus pusillus,exact,hughes-2011-thailand,"Table 1, Miniopterus pusillus row, duration column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,11,duration,mean,4.65,,,ms,sd,3.17,4.65 ± 3.17,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-13,1005133,Miniopterus pusillus,exact,hughes-2011-thailand,"Table 1, Miniopterus pusillus row, end frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,11,end_frequency,mean,52.28,,,kHz,sd,7.7,52.28 ± 7.7,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-13,1005133,Miniopterus pusillus,exact,hughes-2011-thailand,"Table 1, Miniopterus pusillus row, inter-pulse interval column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,11,inter_pulse_interval,mean,47.75,,,ms,sd,16.03,47.75 ± 16.03,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-13,1005133,Miniopterus pusillus,exact,hughes-2011-thailand,"Table 1, Miniopterus pusillus row, max frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,11,max_frequency,mean,109.73,,,kHz,sd,17.74,109.73 ± 17.74,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-13,1005133,Miniopterus pusillus,exact,hughes-2011-thailand,"Table 1, Miniopterus pusillus row, min frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,11,min_frequency,mean,52.28,,,kHz,sd,7.7,52.28 ± 7.7,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-13,1005133,Miniopterus pusillus,exact,hughes-2011-thailand,"Table 1, Miniopterus pusillus row, FmaxE column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,11,peak_frequency,mean,62.85,,,kHz,sd,3.56,62.85 ± 3.56,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-13,1005133,Miniopterus pusillus,exact,hughes-2011-thailand,"Table 1, Miniopterus pusillus row, start frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,11,start_frequency,mean,106.17,,,kHz,sd,12.51,106.17 ± 12.51,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-14,1005779,Tylonycteris pachypus,exact,hughes-2011-thailand,"Table 1, Tylonycteris pachypus row, bandwidth column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,bandwidth,mean,95,,,kHz,sd,7.9,95 ± 7.9,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-14,1005779,Tylonycteris pachypus,exact,hughes-2011-thailand,"Table 1, Tylonycteris pachypus row, duration column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,duration,mean,1.56,,,ms,sd,0.8,1.56 ± 0.8,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-14,1005779,Tylonycteris pachypus,exact,hughes-2011-thailand,"Table 1, Tylonycteris pachypus row, end frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,end_frequency,mean,39.8,,,kHz,sd,4.87,39.8 ± 4.87,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-14,1005779,Tylonycteris pachypus,exact,hughes-2011-thailand,"Table 1, Tylonycteris pachypus row, inter-pulse interval column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,inter_pulse_interval,mean,26.77,,,ms,sd,12.15,26.77 ± 12.15,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-14,1005779,Tylonycteris pachypus,exact,hughes-2011-thailand,"Table 1, Tylonycteris pachypus row, max frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,max_frequency,mean,134.4,,,kHz,sd,6.69,134.4 ± 6.69,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-14,1005779,Tylonycteris pachypus,exact,hughes-2011-thailand,"Table 1, Tylonycteris pachypus row, min frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,min_frequency,mean,39.4,,,kHz,sd,4.39,39.4 ± 4.39,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-14,1005779,Tylonycteris pachypus,exact,hughes-2011-thailand,"Table 1, Tylonycteris pachypus row, FmaxE column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,peak_frequency,mean,50.46,,,kHz,sd,13.05,50.46 ± 13.05,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-14,1005779,Tylonycteris pachypus,exact,hughes-2011-thailand,"Table 1, Tylonycteris pachypus row, start frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,5,start_frequency,mean,95.2,,,kHz,sd,3.96,95.2 ± 3.96,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-15,1005781,Tylonycteris robustula,exact,hughes-2011-thailand,"Table 1, Tylonycteris robustula row, bandwidth column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,4,bandwidth,mean,97.5,,,kHz,sd,3.42,97.5 ± 3.42,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-15,1005781,Tylonycteris robustula,exact,hughes-2011-thailand,"Table 1, Tylonycteris robustula row, duration column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,4,duration,mean,3.3,,,ms,sd,2.7,3.3 ± 2.7,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-15,1005781,Tylonycteris robustula,exact,hughes-2011-thailand,"Table 1, Tylonycteris robustula row, end frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,4,end_frequency,mean,41,,,kHz,sd,4.32,41 ± 4.32,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-15,1005781,Tylonycteris robustula,exact,hughes-2011-thailand,"Table 1, Tylonycteris robustula row, inter-pulse interval column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,4,inter_pulse_interval,mean,12.84,,,ms,sd,3.81,12.84 ± 3.81,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-15,1005781,Tylonycteris robustula,exact,hughes-2011-thailand,"Table 1, Tylonycteris robustula row, max frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,4,max_frequency,mean,137.25,,,kHz,sd,8.26,137.25 ± 8.26,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-15,1005781,Tylonycteris robustula,exact,hughes-2011-thailand,"Table 1, Tylonycteris robustula row, min frequency column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,4,min_frequency,mean,39.75,,,kHz,sd,5.38,39.75 ± 5.38,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
hughes2011-table1-15,1005781,Tylonycteris robustula,exact,hughes-2011-thailand,"Table 1, Tylonycteris robustula row, FmaxE column",hughes-2011-thailand-time-expansion,unspecified,,,,hand_release,,Thailand,primarily southern Thai peninsula; range of Thailand localities,,,4,peak_frequency,mean,51.03,,,kHz,sd,5.57,51.03 ± 5.57,definition_unstated,Table 1 mean and SD. The paper explicitly defines pi as start-to-start pulse interval; it warns that start/end values depend on the background-noise boundary. The reported free flight follows hand release in relatively cluttered surroundings.
